Comunidad,Registro,Nº Orden,Municipio,Diócesis,Título,Tipo,Templo y dep. comp. ,Titular,Título dist. de cert. eclesiástica ,Total ,Observación ,Observac_general 
Comunidad Valenciana,Alzira N.º 02,2,Alzira,Valencia,,Rústico,,Parroquia Nuestra Señora de la Asunción,Sí,1,No hay Parroquia Asunción en Alzira Ni Constancia de que Otra Haya Inmatriculado. Además en Título Indica Desconocdio,Otros / Errores
Comunidad Valenciana,Callosa de Segura,1,Callosa de Segura,Orihuela- Alicante,Iglesia y Edificación Destinada Al Colegio,Iglesia y Edificio,Si,Obispado de Orihuela Alicante,No,1,Falta Información para Localizar,Faltan datos para identificar
Comunidad Valenciana,Elche N.º 01,1,Elche,Orihuela- Alicante,Solar para Edificar,Solar,,Iglesia Católica,Sí,1,Falta Información para Localizar,Faltan datos para identificar
Comunidad Valenciana,Elche N.º 03,5,Elche,Orihuela- Alicante,Solar,Urbana,,Obispado de Orihuela Alicante,No,1,Falta Información para Localizar,Faltan datos para identificar
Comunidad Valenciana,Elche N.º 05,1,Elche,Orihuela- Alicante,Iglesia,Iglesia,Si,Obispado de Orihuela,No,1,Falta Información para Localizar,Faltan datos para identificar
Comunidad Valenciana,Enguera,33,Montesa,Valencia,Casa de la Religiosas Obreras de la Cruz,Casa de Usos Diversos Religiosos,Si,Iglesia Parroquial de Nuestra Señora de la Asunción de Montesa,No,1,No es Titular la Parroquia ,Otros Titulares
Comunidad Valenciana,Novelda,3,Novelda,Orihuela- Alicante,Inmueble,Edificio,,Obispado de Orihuela Alicante,No,1,Información Incompleta,Faltan datos para identificar
Comunidad Valenciana,Orihuela N.º 01,1,Orihuela- Camino de Beniel,Orihuela- Alicante,Ermita del Sagrado Corazón de Jesús,Ermita,Si,Diócesis de Orihuela - Alicante,No - Sí,1,"Error Inscripción de Propiedad, Cancelado",Otros Titulares
Comunidad Valenciana,Pego,9,Pego,Valencia,Convento E Iglesia Franciscana de la Sagrada Familia Ycentro Escolar Sant Antoni,"Convento, Iglesia y Centro Escolar",Si,Franciscanos Frailes Menores Provincia de Valencia - Curia Provincial,Sí,1,Titular Franciscanos Frailes Menores Provincia de Valencia - Curia Provincial,Comunidades religiosas/Otras Entidades religiosas
Comunidad Valenciana,Pego,8,Pego,Valencia,Parcela N.º 29 Pai “verdales”,Parcela,,Orden de Frailes Franciscanos Menores de la Provincia Serafica de Valencia,Sí,1,Titular Franciscanos Frailes Menores Provincia de Valencia - Curia Provincial,Comunidades religiosas/Otras Entidades religiosas
Comunidad Valenciana,Segorbe,5,Segorbe,Segorbe- Castellón,Casa,Casa,,Obispado Segorbe- Castellón,Sí,1,"No Constan Datos, Información Incompleta. no se Puede Comprobar Pertenencia",Faltan datos para identificar
Comunidad Valenciana,Villena,4,Sax,Orihuela- Alicante,Patio del Centro Parroquial,Patio,,Diócesis de Orihuela - Alicante,Sí,1,No se Identifica,Faltan datos para identificar
Extremadura,Almendralejo,40,Solana de los Barros,Mérida- Badajoz,Casa Parroquial,Casa Parroquial,Si,Arzobispado de Mérida,No,1,Vendido,Otros Titulares
Extremadura,Almendralejo,39,Solana de los Barros,Mérida- Badajoz,Templo,Templo,Si,Arzobispado de Mérida,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Badajoz N.º 01,1,Badajoz,Mérida- Badajoz,Iglesia,Urbana,,Arzobispado de Mérida-badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Caceres N.º 01,1,Cáceres,Coria-Cáceres,Ermita Santa Lucía,Ermita,Si,Diócesis de Coria,Sí,1,"No Inmatriculado, no Registrado",No Inmatriculado
Extremadura,Caceres N.º 02,42,Garrovillas,Coria-Cáceres,Cerca Al Sitio Perales O Esperales. Tiene Una Casa Pequeña,Finca Rústica,,Parroquia de Santa María de Garrovillas,Sí,1,Vendida 1996,Otros Titulares
Extremadura,Caceres N.º 02,19,Cáceres,Coria-Cáceres,Edificio Denominado Monasterio de Santa Clara de Cáceres,Monasterio,Si,Monasterio de Santa Clara de Cáceres,Sí,1,Titular Monasterio Santa Clara,Comunidades religiosas/Otras Entidades religiosas
Extremadura,Caceres N.º 02,16,Cáceres,Coria-Cáceres,Vivienda,Vivienda,,Diócesis de Coria - Cáceres,Sí,1,"No Existe como Propiedad de la Diócesis, Puede que Exista y Esté a Nombre de Otro, Pero no es Propiedad de la Diócesis",Otros / Errores
Extremadura,Castuera,11,Benquerencia de la Serena - Puerto Hurraco,Mérida- Badajoz,Rústica,Rústico,,Arzobispado Mérida - Badajoz,No,1,No Inmatriculada Ermita. Está en Medio de Una Finca. no es el Titular la Diócesis,Otros Titulares
Extremadura,Castuera,13,Benquerencia de la Serena - Helechal,Mérida- Badajoz,Urbana,Urbana,,Arzobispado Mérida - Badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Castuera,12,Benquerencia de la Serena - La Nava,Mérida- Badajoz,Urbana,Urbana,,Arzobispado Mérida - Badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Castuera,29,Identificador no Válido,Mérida- Badajoz,,,,Arzobispado Mérida - Badajoz,No,1,Identificador no Válido Enviado Así en el Original,Otros / Errores
Extremadura,Coria,14,Guijo de Galisteo,Coria-Cáceres,Casa Parroquial,Casa Parroquial,Si,Diócesis de Coria,No,1,No Inmatriculado,No Inmatriculado
Extremadura,Coria,9,Coria,Coria-Cáceres,Edificio,Edificio,,Cofradía de Animas Benditas,No,1,No Existe. Cofradía de Animas Benditas no Existe a Día de Hoy,Otros / Errores
Extremadura,Fuente de Cantos,18,Montemolin,Mérida- Badajoz,Templo,Templo Dedicado Al Culto Católico,Si,Arzobispado de Badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Fuente de Cantos,19,Montemolin,Mérida- Badajoz,Templo,Templo Dedicado Al Culto Católico,Si,Arzobispado de Badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Fuente de Cantos,21,Puebla del Maestre,Mérida- Badajoz,Templo,Templo Dedicado Al Culto Católico,,Arzobispado de Badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Hervás,36,Granadilla,Coria-Cáceres,Ermita,Ermita,Si,Diócesis de Coria - Cáceres,No,1,Titular el Estado. Grandilla Pueblo,Otros Titulares
Extremadura,Hervás,35,Granadilla,Coria-Cáceres,Ermita,"Ermita, Sin Acceso, Propiedad el Estado",Si,Diócesis de Coria - Cáceres,No,1,"Titular el Estado, Inundado por el Embalse Gabriel y Galán 1965",Otros Titulares
Extremadura,Hervás,34,Granadilla,Coria-Cáceres,Iglesia,Iglesia,Si,Diócesis de Coria - Cáceres,No,1,Titular el Estado. Grandilla Pueblo,Otros Titulares
Extremadura,Hervás,58,Segura de Toro,Plasencia,Templo de Santiago Apostol,Templo,No Consta,Diócesis Plasencia. de Coria - Cáceres,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Hervás,56,Pinofranqueado,Coria-Cáceres,Templo de el Salvador,Templo,Si,Diócesis de Coria - Cáceres,No,1,No Existe Propiedad. Error del Registrador,Otros / Errores
Extremadura,Hervás,55,Pinofranqueado,Coria-Cáceres,Templo de Santa María Magdalena,Templo,Si,Diócesis de Coria - Cáceres,No,1,No Existe Propiedad. Error del Registrador,Otros / Errores
Extremadura,Hervás,57,Pinofranqueado,Coria-Cáceres,Torre de el Salvador,Torre del Campanario,Si,Diócesis de Coria - Cáceres,No,1,No Existe Propiedad. Error del Registrador,Otros / Errores
Extremadura,Hoyos,15,Eljas,Coria-Cáceres,Ermita del Humilladero,Ermita,Si,Diócesis de Coria,No,1,No hay Nada no Existe. Error del Registrador,Otros / Errores
Extremadura,Hoyos,13,Eljas,Coria-Cáceres,Agrario -pastos 02-,Rústico,,Diócesis de Coria,No,1,"Desconocido, Error del Registrador",Otros / Errores
Extremadura,Hoyos,12,Eljas,Coria-Cáceres,Templo Parroquial de San Pedro Apóstol,Templo Parroquial,Si,Diócesis de Coria,No,1,No Propiedad de la Diócesis. Otros Tiulares,Otros Titulares
Extremadura,Logrosan,9,Cabañas del Castillo,Plasencia,Iglesia Parroquial de San Bernardino de Sierna,Iglesia Parroquial,Si,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Logrosan,10,Cabañas del Castillo,Plasencia,Iglesia Parroquial de San Miguel Arcangel,Iglesia Parroquial,Si,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Logrosan,8,Cabañas del Castillo,Plasencia,Iglesia Parroquial de Santa María de la Peñas,Iglesia Parroquial,Si,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Logrosan,12,Cabañas del Castillo,Plasencia,Terreno Al Paraje Huerto,Terreno,,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Merida N.º 01,28,Villagonzalo,Mérida- Badajoz,Casa,Casa,,Hijas Virgen Formación Cristiana,Sí,1,Titular Hijas Virgen Formación Cristiana,Comunidades religiosas/Otras Entidades religiosas
Extremadura,Merida N.º 01,25,Villagonzalo,Mérida- Badajoz,Corralón,Corralón,,Hijas Virgen Formación Cristiana,Sí,1,Titular Hijas Virgen Formación Cristiana,Comunidades religiosas/Otras Entidades religiosas
Extremadura,Merida N.º 02,24,Torremayor,Mérida- Badajoz,"C/ Hermanos Jiménez , 7",Casa,,Parroquia de Santiago Apóstol,Sí,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Montánchez,18,Montánchez,Coria-Cáceres,Actualmente Cochera. Local-bodega,Cochera Bodega,,Parroquia San Mateo,Sí,1,No Inmatriculado,No Inmatriculado
Extremadura,Montánchez,37,Valdemorales. Vaqueriza,Coria-Cáceres,Rústica,Rústico,,Obispado de Coria - Cáceres,No,1,No Existe Localidad Vaqueriza. Error del Registrador,Otros / Errores
Extremadura,Plasencia,105,Serradilla,Plasencia,Ermita,Ermita,Si,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,113,Serradilla,Plasencia,Ermita,Ermita,Si,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,112,Serradilla,Plasencia,Iglesia,Iglesia,Si,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,88,Serradilla,Plasencia,Rústica,Rústico,,Parroquia de Santa Maria de la Asunción de Serradilla,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,94,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla (50%) Hermanitas de los Ancianos Desamparados (50%),Sí,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,95,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla (50%) Hermanitas de los Ancianos Desamparados (50%),Sí,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,96,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla (50%) Hermanitas de los Ancianos Desamparados (50%),Sí,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,97,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla (50%) Hermanitas de los Ancianos Desamparados (50%),Sí,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,99,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla y Hermanitas de los Ancianos Desamparados,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,100,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla y Hermanitas de los Ancianos Desamparados,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,101,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla y Hermanitas de los Ancianos Desamparados,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,102,Serradilla,Plasencia,Rústica,Rústico,,Parroquia Serradilla y Hermanitas de los Ancianos Desamparados,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,46,Montehermos O,Plasencia,Rústica,Rústico,,Obispado de Plasencia,No,1,No Pertenece a la Diócesis,Otros Titulares
Extremadura,Plasencia,114,Serradilla,Plasencia,Ermita,,Si,Obispado de Plasencia,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,92,Serradilla,Plasencia,Solar,Solar,,Parroquia de Nuestra Señora del Perpetuo Socorro,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,85,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de Nuestra Señora de la Asunción,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,86,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de Nuestra Señora de la Asunción,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,87,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de Santa Maria de la Asunción de Serradilla,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,89,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de Nuestra Señora del Perpetuo Socorro,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,90,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de Nuestra Señora del Perpetuo Socorro,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,98,Serradilla,Plasencia,Urbana,Urbana,,Parroquia Serradilla y Hermanitas de los Ancianos Desamparados,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,107,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de San Miguel Arcángel,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,108,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de San Miguel Arcángel,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,109,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de San Miguel Arcángel,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,111,Serradilla,Plasencia,Urbana,Urbana,,Parroquia de San Miguel Arcángel,No,1,Información Incompleta,Faltan datos para identificar
Extremadura,Plasencia,32,Galisteo,Coria-Cáceres,Vivienda,Vivienda,,Parroquia Galisteo,No,1,"Desconocido, Error del Registrador",Otros / Errores
Extremadura,Valencia de Alcantara,6,Salorino,Coria-Cáceres,Casa Parroquial,Casa Parroquial,Si,Diócesis de Coria,Sí,1,Otros Titulares,Otros Titulares
Extremadura,Valencia de Alcantara,7,Valencia de Alcántara,Coria-Cáceres,Iglesia,Iglesia,Si,Diócesis de Coria,Sí,1,No Inmatriculado,No Inmatriculado
Extremadura,Valencia de Alcantara,3,Herrera de Alcántara,Coria-Cáceres,Templo Parroquial,Templo Parroquial,Si,Diócesis de Coria,Sí,1,No Inmatriculado,No Inmatriculado
Extremadura,Villanueva de la Serena,4,Campanario,Mérida- Badajoz,Iglesia del Camren,Templo,,Arzobispado Mérida - Badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Villanueva de la Serena,19,Villanueva de la Serena,Mérida- Badajoz,Casa del Párroco,Templo,Si,Arzobispado Mérida - Badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Extremadura,Zafra,2,Burgillos del Cerro,Mérida- Badajoz,Terreno de Labor,Terreno,Terreno,Arzobispado de Mérida-badajoz,No,1,"No nos consta este bien, no es de la Diócesis",Otros Titulares
Galicia,Allariz,1,Allariz,Orense,Monasterio,,Si,Comunidad de Religiosa de Rr.Mm. Clarisas,Sí,1,Titular Comunidad de Religiosa de RrTm. Clarisas,Comunidades religiosas/Otras Entidades religiosas
Galicia,Naron,39,Narón,Mondoñedo-Ferrol,Piso 2ºc,,No,Diocesis Mondoñedo Ferrol,,1,Desconocido por Información Incompleta,Faltan datos para identificar
Galicia,O Barco de Valdeorras,149,A Veiga,Astorga,"Paraje Huerta, Prada",Vivienda Rústica,,Diócesis de Astorga,No,1,Vendido 2007,Otros Titulares
Galicia,Ponteareas,5,Mondariz Balneario,Tui-Vigo,Solar Sito en la Villa de Mondariz Balneario,Solar,,Congregación Misionera del Divino Maestro,No,1,Titular Congregación Misionera del Divino Maestro,Comunidades religiosas/Otras Entidades religiosas
Galicia,Vigo N.º 02,44,Vigo,Tui-Vigo,Sta Cristina,"Atrio, Capilla",Si,P.Valladaress,No,1,Falta de Información para Identificar el Bien,Faltan datos para identificar
Galicia,Vigo N.º 02,1,Vigo,Tui-Vigo,Campo Balbarda,Terreno,,Diocesis Tuy Vigo,Sí,1,Falta de Información para Identificar el Bien,Faltan datos para identificar
Galicia,Vigo N.º 02,55,Vigo,Tui-Vigo,Coto Grande,Terreno,,P. Santa Marin A,Sí,1,Falta de Información para Identificar el Bien,Faltan datos para identificar
Galicia,Vigo N.º 02,7,Vigo,Tui-Vigo,"Penedo, Sampayo",Terreno,,Diocesis Tuy Vigo,Sí,1,Falta de Información para Identificar el Bien,Faltan datos para identificar
Galicia,Vigo N.º 02,6,Vigo,Tui-Vigo,Porta Do Ghicho,Terreno,,Diocesis Tuy Vigo,Sí,1,Falta de Información para Identificar el Bien,Faltan datos para identificar
La Rioja,Arnedo,5,Enciso,Calahorra y la Calzada-Logroño,"Casa en Ruinas en Enciso, Diseminados 68",Casa en Ruinas,,Diócesis de Calahorra,No,1,Sumergido en Un Pantano Enciso,Otros Titulares
La Rioja,Haro,20,Ollauri,Calahorra y la Calzada-Logroño,"Casa Parroquial. Parroquia de Ollauri en C/ Real, 5",Casa Parroquial,Si,Parroquia de Ollauri,No,1,Vendido+ Al Ayuntamiento,Otros Titulares
La Rioja,Haro,19,Ollauri,Calahorra y la Calzada-Logroño,"Edificio que Consta de 2 Plantas. Planta 1ª Está el Hogar de la 3ª Edad y Planta 2ª Salones Parroquiales y Despacho Parroquial. Parroquia de Ollauri en C/ Marques de Teran, 8",Salón Parroquial,Si,Parroquia de Ollauri,No,1,Vendido+ Al Ayuntamiento,Otros Titulares
La Rioja,Logroño N.º 02,46,Ribafrecha,Calahorra y la Calzada-Logroño,Parroquia,Parroquia,Si,Diócesis de Calahorra y la Calzada,Sí,1,Información Incompleta,Faltan datos para identificar
La Rioja,Logroño N.º 02,47,Ribafrecha,Calahorra y la Calzada-Logroño,Parroquia,Parroquia,Si,Diócesis de Calahorra y la Calzada,Sí,1,Información Incompleta,Faltan datos para identificar
La Rioja,Logroño N.º 02,48,Ribafrecha,Calahorra y la Calzada-Logroño,Parroquia,Parroquia,Si,Diócesis de Calahorra y la Calzada,Sí,1,Información Incompleta,Faltan datos para identificar
La Rioja,Logroño N.º 02,38,Nieva de Cameros,Calahorra y la Calzada-Logroño,Rústica,Rústico,,Diócesis de Calahorra y la Calzada,No,1,Información Incompleta,Faltan datos para identificar
La Rioja,Logroño N.º 02,39,Nieva de Cameros,Calahorra y la Calzada-Logroño,Rústica,Rústico,,Diócesis de Calahorra y la Calzada,No,1,Información Incompleta,Faltan datos para identificar
La Rioja,Logroño N.º 02,75,Soto de Cameros,Calahorra y la Calzada-Logroño,Rústica,Rústico,,Diócesis de Calahorra y la Calzada,No,1,No Inmatriculado,No Inmatriculado
La Rioja,Logroño N.º 02,22,Lumbreras,Calahorra y la Calzada-Logroño,Rústica,Rústico,,Parroquia de Lumbreras,No,1,No es de la Diócesis,Otros Titulares
La Rioja,Logroño N.º 02,29,Nalda,Calahorra y la Calzada-Logroño,Solar,Solar,,Diócesis de Calahorra y la Calzada,No,1,Información Incompleta,Faltan datos para identificar
La Rioja,Logroño N.º 02,59,Santa Engracia del Jubera,Calahorra y la Calzada-Logroño,Solar,Solar,,Diócesis de Calahorra y la Calzada,No,1,Falta de Información,Faltan datos para identificar
La Rioja,Logroño N.º 02,74,Soto de Cameros,Calahorra y la Calzada-Logroño,Solar,Solar,,Diócesis de Calahorra y la Calzada,No,1,Información Incompleta,Faltan datos para identificar
La Rioja,Logroño N.º 02,60,Santa Engracia del Jubera,Calahorra y la Calzada-Logroño,Solar,Solar,,Diócesis de Calahorra y la Calzada,No,1,No Inmatriculado,No Inmatriculado
La Rioja,Logroño N.º 02,11,Hornos de Moncalvillo,Calahorra y la Calzada-Logroño,Solar,Solar,,Diócesis de Calahorra y la Calzada,No,1,No es de la Diócesis,Otros Titulares
La Rioja,Najera,38,Viniegra de Abajo,Calahorra y la Calzada-Logroño,Prado Ánimas. Polg. 1 Parcela 6 Huerta Regadío en Término Lavaro,Rústico,,"Diócesis de Calahorra, la Calzada y Logroño",No,1,No Inmatriculado,No Inmatriculado
Madrid,Colmenar Viejo N.º 01,3,Colmenar Viejo,Madrid,Finca la Mueda,Rústico,,Arzobispado de Madrid Alcalá,No,1,No Constan Datos de Esta Finca. con Esta Denominación no hay Nada en Este Registro Ni en Catastro,Faltan datos para identificar
Madrid,Colmenar Viejo N.º 2,4,Guadalix de la Sierrra,Madrid,Centro Parroquial de la Iglesia de San Juan Bautista,Centro Parro,Si,Arzobispado de Madrid,Sí,1,No se Puede Localizar con Estos Datos,Faltan datos para identificar
Madrid,Colmenar Viejo N.º 2,5,Guadalix de la Sierrra,Madrid,"Parcela con Alambrada y Postes Metálicos , Propiedad de la Iglesia de San Juan Bautista",Parcela Urbana,,Arzobispado de Madrid,Sí,1,No se Puede Localizar con Estos Datos,Faltan datos para identificar
Madrid,Colmenar Viejo N.º 2,6,Guadalix de la Sierrra,Madrid,"Parcela con Alambrada y Postes Metálicos , Propiedad de la Iglesia de San Juan Bautista",Parcela Urbana,,Arzobispado de Madrid,Sí,1,No se Puede Localizar con Estos Datos,Faltan datos para identificar
Madrid,Colmenar Viejo N.º 2,14,Hoyo de Manzanares,Madrid,"Terreno Al Punto Denominado los Arroyuelos, Parte del Sanatorio Miralpardo",,,Comunidad Judía de Madrid,Sí,1,Titular Comunidad Judía,Comunidades religiosas/Otras Entidades religiosas
Madrid,Fuenlabrada N.º 04,5,Fuenlabrada,Getafe,Local,,,Diócesis de Getafe,Sí,1,Iinformación Incompleta no hay Ninguna Inmatriculación,Faltan datos para identificar
Madrid,Madrid N.º 10,1,Madrid,Madrid,Acceso a Dependencias Parroquiales Complejo de San Pablo,Solar,,Arzobispado de Madrid,No,1,No se Puede Localizar con Estos Datos,Faltan datos para identificar
Madrid,Madrid N.º 16,6,Madrid,Madrid,"Plaza de Garaje Nº 29 - C/ Hermandad de Donantes de Sangre, 9",Plaza de Garaje,,25% Nuda Propiedad - Misiones Salesianas 25% Nuda Propiedad - Parroquia de la Inmaculada Concepción Virgen María Orellana la Vieja 50% Nuda Propiedad - Congregación de la Hermanas de los Ancianos Desamparados de Trujillo,Sí,1,No es del Arzobispado,Otros Titulares
Madrid,Madrid N.º 16,1,Madrid,Madrid,"Piso 2º Dcha - C/ Corte del Faraón, 13",Vivienda,,25% Nuda Propiedad - Misiones Salesianas 25% Nuda Propiedad - Parroquia de la Inmaculada Concepción Virgen María Orellana la Vieja 50% Nuda Propiedad - Congregación de la Hermanas de los Ancianos Desamparados de Trujillo,Sí,1,No es del Arzobispado,Otros Titulares
Madrid,Madrid N.º 18,1,Madrid,Madrid,"Local Destinado para Fines Pastorales, el Ejercicio de la Caridad y el Sagrado Apostolado por Parte de la Parroquia San Ignacio de Loyola en Madrid",Certificación Eclesiástica. Posesión Pacífica Desde 1950,,Fue el Arzobispado de Madrid. Titular Actual es Ayto. Madrid por Titulo de Expropiacion de 30-10-14,No,1,Titular Ayuntamiento Madrid,Otros Titulares
Madrid,Madrid N.º 34,1,Madrid,Madrid,Patio Residencia Ancianos,Patio Residencia Ancianos,,Congregación de Religiosas Siervas de los Pobres Hijas del Sagrado Corazón de Jesús,No,1,Titular Congregación Siervas de los Pobres Hijas del Sagrado Corazón de Jesús,Comunidades religiosas/Otras Entidades religiosas
Madrid,Madrid N.º 34,2,Madrid,Madrid,Suelo,Suelo,,Instituto Catequista Dolores Sopeña (transmitida Según Nota Simple),No,1,Titular Instituto Catequista Dolores Sopeña,Comunidades religiosas/Otras Entidades religiosas
Madrid,Madrid N.º 35,1,Madrid,Madrid,Ermita Nuestra Señora de Valverde,Ermita,Si,Ayuntamiento de Madrid,No,1,Titular Ayuntamiebto de Madrid,Otros Titulares
Madrid,Moralzarzal,2,Becerril,Madrid,,Cementerio,Si,Arzobispado de Madrid,Sí,1,Titular Cementerio Municipal,Otros Titulares
Madrid,Moralzarzal,4,El Boalo,Madrid,,Parcela,,Arzobispado de Madrid,Sí,1,No Constan Datos de Esta Finca,Faltan datos para identificar
Madrid,Moralzarzal,5,El Boalo,Madrid,,Parcela,,Arzobispado de Madrid,Sí,1,No Constan Datos de Esta Finca,Faltan datos para identificar
Madrid,Navalcarner O N.º 01,5,Navalcarnero,Getafe,Edificio Religioso,Edificio Religioso,Si,Diócesis de Getafe,No,1,Otros Titulares,Otros Titulares
Madrid,Navalcarner O N.º 01,9,Navalcarnero,Getafe,Local Comercial,Local Comercial,,Diócesis de Getafe,No,1,Inmatriculación y Vendido,Otros Titulares
Madrid,Pinto N.º 02,1,Pinto,Getafe,Finca Rústica de Explotación Agraria Llamada Sacalapaja,Rústico,,Congregación de la Misión de San Vicente de Paúl - Pp. Paules,No,1,Titular Congregación Misión San Vicente de Paúl - Pp. Paules,Comunidades religiosas/Otras Entidades religiosas
Madrid,Pinto N.º 02,3,Pinto,Getafe,Esta Finca no es Un Bien de la Iglesia Sino de Un Particular,Vivienda,,Francisco Javier Romero Valentín. Compraventa,Sí,1,Compraventa Titular Francisco Javier Romero Valentín,Otros Titulares
Madrid,San Agustin de Guadalix,1,Pedrezuela,Madrid,Parcela Al Paraje “la Lagunilla,Parcela Rústica,,Prudencio Esparza Otano y Mª Purificación Oneca Ayape,Sí,1,Titular Prudencio Esparza Otano y Mª Purificación Oneca Ayape,Otros Titulares
Madrid,San Sebastian de los Reyes N.º 02,4,San Sebastián de los Reyes,Madrid,San Sebastian de los Reyes,Casa Parroquial,Si,Arzobispado de Madrid,No,1,No Constan Datos de Esta Finca,Faltan datos para identificar
Madrid,Torrelaguna,18,Navarredonda . Robregordo,Madrid,,Edificio Consistorial,Si,Ayuntamiento de Robregordo,No,1,Titular Ayuntamiento de Robregordo,Otros Titulares
Madrid,Torrelaguna,7,Garganta de los Montes,Madrid,,Rústico,,Ayuntamiento de Garganta de los Montes,No,1,Titular Ayuntamiento de Garganta de los Montes,Otros Titulares
Madrid,Torrelaguna,17,Navarredonda,Madrid,Urbana Uso R,,Si,Arzobispado de Madrid,No,1,No Constan Datos de Esta Finca,Faltan datos para identificar
Madrid,Torrelaguna,1,Torrelagun A,Madrid,,Solar,,Ayuntamiento de Acebeda,No,1,Alcalá Henares. Titular Ayuntamiento de Acebeda,Otros Titulares
Murcia,Alcantarilla,4,Alcantarilla,Cartagena,Nuestra Señora de la Salud,Ermita,Si,Obispado de Cartagena,No,1,"Baja. Error Inscripción de Propiedad, Cancelado",Otros Titulares
Murcia,Alhama de Murcia,4,Alhama de Murcia,Cartagena,Casas Sacerdotal D,Ermita,Si,Obispado de Cartagena,No,1,No Consta su Existencia,Faltan datos para identificar
Murcia,Alhama de Murcia,13,Alhama de Murcia,Cartagena,0,Rústico,,Obispado de Cartagena,No,1,Vendido,Otros Titulares
Murcia,Cieza N.º 02,8,Fortuna,Cartagena,"Ermita de la Milagrosa, Peña de la Zafra, la Garapacha",Ermita,Si,Obispado de Cartagena,No,1,"Baja. Error Inscripción de Propiedad, Cancelado",Otros Titulares
Murcia,Cieza N.º 02,6,Fortuna,Cartagena,Garaje,Plaza de Garaje,,Congregación Instituto Hermanas Apostólicas de Cristo Crucificado,Sí,1,No Consta su Existencia,Faltan datos para identificar
Murcia,Cieza N.º 02,7,Fortuna,Cartagena,Solar,Solar,,Obispado de Cartagena- Murcia,Sí,1,No Consta su Existencia,Faltan datos para identificar
