Fecha,cod_ine,CCAA,Total Pacientes COVID ingresados,% Camas Ocupadas COVID,Total pacientes COVID en UCI,% Camas Ocupadas UCI COVID,Ingresos COVID últimas 24 h,Altas COVID últimas 24 h
2021-06-08,16,País Vasco,301,"6,15",80,"19,32",35,51
2021-06-08,17,La Rioja,33,"4,56",8,"15,09",2,5
2021-06-08,00,España,3704,"3,00",1040,"10,94",418,555
2021-06-09,01,Andalucía,731,"4,06",156,"8,34",111,136
2021-06-09,02,Aragón,161,"3,88",39,"16,96",22,19
2021-06-09,03,Asturias,84,"2,45",28,"9,18",7,9
2021-06-09,04,Baleares,35,"1,09",12,"4,43",1,2
2021-06-09,05,Canarias,102,"1,85",21,"4,40",9,11
2021-06-09,06,Cantabria,22,"1,59",7,"6,60",1,9
2021-06-09,08,Castilla La Mancha,175,"3,52",50,"13,62",17,28
2021-06-09,07,Castilla y León,191,"2,92",67,"13,76",12,28
2021-06-09,09,Cataluña,561,"2,25",186,"14,36",49,69
2021-06-09,18,Ceuta,3,"1,52",1,"5,88",1,0
2021-06-09,10,C. Valenciana,109,"0,97",21,"2,43",17,17
2021-06-09,11,Extremadura,27,"0,92",6,"2,87",3,2
2021-06-09,12,Galicia,69,"0,82",13,"1,71",14,12
2021-06-09,13,Madrid,926,"5,52",282,"23,27",83,85
2021-06-09,19,Melilla,3,"1,65",1,"5,88",0,1
2021-06-09,14,Murcia,35,"0,85",15,"3,16",2,2
2021-06-09,15,Navarra,33,"1,75",11,"9,02",0,3
2021-06-09,16,País Vasco,272,"5,49",81,"19,24",26,54
2021-06-09,17,La Rioja,27,"3,73",8,"15,09",2,3
2021-06-09,00,España,3566,"2,88",1005,"10,51",377,490
2021-06-10,01,Andalucía,701,"3,89",154,"8,24",83,111
2021-06-10,02,Aragón,140,"3,38",37,"16,09",7,20
2021-06-10,03,Asturias,80,"2,34",26,"8,52",8,11
2021-06-10,04,Baleares,30,"0,93",10,"3,69",2,6
2021-06-10,05,Canarias,99,"1,79",22,"4,61",12,13
2021-06-10,06,Cantabria,24,"1,73",6,"5,66",5,4
2021-06-10,08,Castilla La Mancha,158,"3,19",47,"12,81",5,26
2021-06-10,07,Castilla y León,187,"2,85",69,"14,17",22,21
2021-06-10,09,Cataluña,553,"2,22",179,"13,90",53,71
2021-06-10,18,Ceuta,3,"1,51",1,"5,88",0,0
2021-06-10,10,C. Valenciana,102,"0,91",21,"2,44",15,17
2021-06-10,11,Extremadura,18,"0,61",4,"1,91",0,9
2021-06-10,12,Galicia,67,"0,79",12,"1,60",14,10
2021-06-10,13,Madrid,897,"5,35",272,"22,54",79,79
2021-06-10,19,Melilla,3,"1,65",1,"5,88",0,0
2021-06-10,14,Murcia,35,"0,85",14,"2,95",5,6
2021-06-10,15,Navarra,32,"1,69",11,"9,02",2,1
2021-06-10,16,País Vasco,272,"5,57",72,"17,14",34,56
2021-06-10,17,La Rioja,26,"3,60",8,"15,09",2,4
2021-06-10,00,España,3427,"2,77",966,"10,14",348,465
2021-06-13,01,Andalucía,717,"3,98",157,"8,39",62,52
2021-06-13,02,Aragón,139,"3,35",32,"13,91",14,6
2021-06-13,03,Asturias,83,"2,43",24,"7,87",10,1
2021-06-13,04,Baleares,29,"0,90",8,"2,95",2,2
2021-06-13,05,Canarias,107,"1,94",23,"4,82",6,0
2021-06-13,06,Cantabria,29,"2,09",6,"5,66",10,3
2021-06-13,08,Castilla La Mancha,144,"2,90",41,"10,99",7,8
2021-06-13,07,Castilla y León,199,"3,04",65,"13,35",20,3
2021-06-13,09,Cataluña,555,"2,23",178,"13,79",51,32
2021-06-13,18,Ceuta,3,"1,52",1,"5,88",0,0
2021-06-13,10,C. Valenciana,105,"0,93",20,"2,33",17,6
2021-06-13,11,Extremadura,21,"0,71",1,"0,48",3,0
2021-06-13,12,Galicia,71,"0,84",15,"2,01",13,0
2021-06-13,13,Madrid,855,"5,17",255,"22,35",49,29
2021-06-13,19,Melilla,3,"1,65",1,"5,88",0,0
2021-06-13,14,Murcia,32,"0,78",11,"2,32",3,6
2021-06-13,15,Navarra,34,"1,80",11,"8,94",3,1
2021-06-13,16,País Vasco,262,"5,44",62,"14,94",21,11
2021-06-13,17,La Rioja,26,"3,60",6,"11,32",0,1
2021-06-13,00,España,3414,"2,77",917,"9,69",291,161
2021-06-14,01,Andalucía,720,"4,00",157,"8,39",117,110
2021-06-14,02,Aragón,112,"2,70",30,"13,04",10,34
2021-06-14,03,Asturias,85,"2,50",22,"7,21",12,7
2021-06-14,04,Baleares,27,"0,84",8,"2,95",4,5
2021-06-14,05,Canarias,107,"1,94",25,"5,24",9,7
2021-06-14,06,Cantabria,29,"2,09",6,"5,66",5,4
2021-06-14,08,Castilla La Mancha,131,"2,64",41,"10,99",8,19
2021-06-14,07,Castilla y León,185,"2,85",63,"13,94",17,24
2021-06-14,09,Cataluña,530,"2,13",172,"13,51",41,85
2021-06-14,18,Ceuta,3,"1,52",1,"5,88",0,0
2021-06-14,10,C. Valenciana,96,"0,85",20,"2,31",14,25
2021-06-14,11,Extremadura,22,"0,75",2,"1,03",3,4
2021-06-14,12,Galicia,68,"0,81",17,"2,28",8,5
2021-06-14,13,Madrid,788,"4,74",251,"21,68",60,107
2021-06-14,19,Melilla,3,"1,65",1,"5,88",0,0
2021-06-14,14,Murcia,35,"0,85",10,"2,11",9,11
2021-06-14,15,Navarra,34,"1,79",9,"7,32",0,0
2021-06-14,16,País Vasco,251,"5,16",58,"13,88",39,56
2021-06-14,17,La Rioja,25,"3,46",6,"11,32",4,4
2021-06-14,00,España,3251,"2,64",899,"9,54",360,507
2021-06-15,01,Andalucía,682,"3,79",148,"7,91",83,115
2021-06-15,02,Aragón,106,"2,56",28,"12,17",12,16
2021-06-15,03,Asturias,81,"2,39",21,"6,89",9,7
2021-06-15,04,Baleares,26,"0,81",6,"2,21",4,5
2021-06-15,05,Canarias,100,"1,81",24,"5,03",9,8
2021-06-15,06,Cantabria,30,"2,16",5,"4,72",5,5
2021-06-15,08,Castilla La Mancha,124,"2,49",43,"11,53",13,17
2021-06-15,07,Castilla y León,180,"2,77",65,"14,38",22,24
2021-06-15,09,Cataluña,500,"2,00",166,"13,01",49,81
2021-06-15,18,Ceuta,4,"2,01",1,"5,88",1,0
2021-06-15,10,C. Valenciana,108,"0,96",19,"2,21",23,15
2021-06-15,11,Extremadura,20,"0,68",2,"1,03",1,3
2021-06-15,12,Galicia,66,"0,78",18,"2,42",10,6
2021-06-15,13,Madrid,734,"4,40",228,"19,57",59,81
2021-06-15,19,Melilla,1,"0,55",1,"5,88",0,2
2021-06-15,14,Murcia,30,"0,73",9,"1,89",5,4
2021-06-15,15,Navarra,30,"1,58",9,"7,32",1,5
2021-06-15,16,País Vasco,243,"4,98",54,"13,24",30,45
2021-06-15,17,La Rioja,24,"3,32",6,"11,32",1,2
2021-06-15,00,España,3089,"2,50",853,"9,06",337,441
2021-06-16,01,Andalucía,658,"3,66",143,"7,64",80,103
2021-06-16,02,Aragón,105,"2,53",28,"12,17",9,6
2021-06-16,03,Asturias,73,"2,15",18,"5,90",4,12
2021-06-16,04,Baleares,26,"0,81",6,"2,21",3,3
2021-06-16,05,Canarias,104,"1,89",23,"4,82",7,166
2021-06-16,06,Cantabria,31,"2,24",7,"6,60",3,2
2021-06-16,08,Castilla La Mancha,102,"2,05",36,"9,78",4,19
2021-06-16,07,Castilla y León,162,"2,49",62,"13,72",16,24
2021-06-16,09,Cataluña,484,"1,94",159,"12,49",53,76
2021-06-16,18,Ceuta,4,"2,01",2,"11,76",1,0
2021-06-16,10,C. Valenciana,111,"0,99",18,"2,11",23,17
2021-06-16,11,Extremadura,19,"0,65",2,"1,03",2,3
2021-06-16,12,Galicia,63,"0,75",18,"2,42",17,8
2021-06-16,13,Madrid,708,"4,24",233,"20,07",58,79
2021-06-16,19,Melilla,1,"0,55",1,"5,88",0,0
2021-06-16,14,Murcia,26,"0,63",10,"2,11",4,7
2021-06-16,15,Navarra,27,"1,42",9,"7,32",2,4
2021-06-16,16,País Vasco,233,"4,79",55,"13,75",24,35
2021-06-16,17,La Rioja,22,"3,04",5,"9,43",3,6
2021-06-16,00,España,2959,"2,40",835,"8,89",313,570
2021-06-17,01,Andalucía,638,"3,55",149,"8,02",94,112
2021-06-17,02,Aragón,103,"2,49",24,"10,43",17,17
2021-06-17,03,Asturias,73,"2,15",19,"6,23",8,3
2021-06-17,04,Baleares,26,"0,81",6,"2,21",3,2
2021-06-17,05,Canarias,105,"1,90",24,"5,03",9,12
2021-06-17,06,Cantabria,27,"1,95",4,"3,77",3,2
2021-06-17,08,Castilla La Mancha,95,"1,91",33,"8,99",5,10
2021-06-17,07,Castilla y León,155,"2,37",62,"13,72",12,12
2021-06-17,09,Cataluña,457,"1,84",152,"11,97",35,70
2021-06-17,18,Ceuta,4,"2,01",2,"11,76",0,0
2021-06-17,10,C. Valenciana,107,"0,95",17,"1,99",16,10
2021-06-17,11,Extremadura,13,"0,44",1,"0,51",0,4
2021-06-17,12,Galicia,82,"0,98",16,"2,15",5,6
2021-06-17,13,Madrid,661,"3,97",204,"17,80",48,77
2021-06-17,19,Melilla,3,"1,65",1,"5,88",2,0
2021-06-17,14,Murcia,30,"0,73",11,"2,32",6,3
2021-06-17,15,Navarra,29,"1,53",9,"7,32",3,2
2021-06-17,16,País Vasco,225,"4,64",54,"13,27",31,39
2021-06-17,17,La Rioja,23,"3,18",5,"9,43",2,0
2021-06-17,00,España,2856,"2,32",793,"8,46",299,381
2021-06-20,01,Andalucía,617,"3,43",144,"7,71",53,46
2021-06-20,02,Aragón,103,"2,51",23,"10,00",13,1
2021-06-20,03,Asturias,71,"2,09",17,"5,57",4,1
2021-06-20,04,Baleares,29,"0,90",7,"2,58",3,0
2021-06-20,05,Canarias,121,"2,20",22,"4,61",9,2
2021-06-20,06,Cantabria,26,"1,87",3,"2,83",3,0
2021-06-20,08,Castilla La Mancha,110,"2,23",31,"8,45",10,1
2021-06-20,07,Castilla y León,160,"2,45",59,"13,05",14,5
2021-06-20,09,Cataluña,463,"1,86",155,"12,24",46,31
2021-06-20,18,Ceuta,3,"1,51",2,"11,76",0,0
2021-06-20,10,C. Valenciana,104,"0,93",12,"1,41",13,2
2021-06-20,11,Extremadura,19,"0,65",2,"1,08",1,0
2021-06-20,12,Galicia,56,"0,67",16,"2,14",5,1
2021-06-20,13,Madrid,649,"3,92",200,"17,64",33,16
2021-06-20,19,Melilla,3,"1,65",1,"5,88",0,0
2021-06-20,14,Murcia,26,"0,63",11,"2,32",2,3
2021-06-20,15,Navarra,27,"1,43",10,"8,13",1,0
2021-06-20,16,País Vasco,223,"4,63",50,"12,32",20,8
2021-06-20,17,La Rioja,22,"3,04",5,"9,43",1,0
2021-06-20,00,España,2832,"2,30",770,"8,23",231,117
2021-06-21,01,Andalucía,600,"3,34",141,"7,53",83,106
2021-06-21,02,Aragón,81,"1,97",22,"9,82",9,21
2021-06-21,03,Asturias,70,"2,08",17,"5,57",14,9
2021-06-21,04,Baleares,25,"0,78",6,"2,21",4,8
2021-06-21,05,Canarias,124,"2,25",22,"4,61",12,9
2021-06-21,06,Cantabria,22,"1,59",1,"0,94",3,8
2021-06-21,08,Castilla La Mancha,103,"2,07",28,"7,61",8,19
2021-06-21,07,Castilla y León,149,"2,30",56,"12,61",17,13
2021-06-21,09,Cataluña,450,"1,81",150,"11,86",51,68
2021-06-21,18,Ceuta,3,"1,53",1,"5,88",0,1
2021-06-21,10,C. Valenciana,93,"0,83",13,"1,52",14,23
2021-06-21,11,Extremadura,19,"0,65",3,"1,65",2,2
2021-06-21,12,Galicia,48,"0,57",14,"1,87",5,12
2021-06-21,13,Madrid,583,"3,53",185,"16,43",37,85
2021-06-21,19,Melilla,2,"1,10",1,"5,88",0,1
2021-06-21,14,Murcia,28,"0,68",10,"2,11",5,5
2021-06-21,15,Navarra,25,"1,33",8,"6,50",4,5
2021-06-21,16,País Vasco,247,"5,08",45,"11,08",27,39
2021-06-21,17,La Rioja,19,"2,66",5,"9,43",3,6
2021-06-21,00,España,2691,"2,19",728,"7,80",298,440
2021-06-22,01,Andalucía,570,"3,17",136,"7,28",68,103
2021-06-22,02,Aragón,82,"2,00",20,"8,93",14,12
2021-06-22,03,Asturias,66,"1,96",16,"5,25",11,6
2021-06-22,04,Baleares,23,"0,72",6,"2,21",3,5
2021-06-22,05,Canarias,127,"2,30",22,"4,61",19,6
2021-06-22,06,Cantabria,20,"1,44",1,"0,94",4,5
2021-06-22,08,Castilla La Mancha,90,"1,81",28,"7,63",6,21
2021-06-22,07,Castilla y León,134,"2,08",53,"11,94",9,23
2021-06-22,09,Cataluña,423,"1,71",139,"11,07",38,74
2021-06-22,18,Ceuta,3,"1,52",1,"5,88",0,0
2021-06-22,10,C. Valenciana,90,"0,80",13,"1,52",19,17
2021-06-22,11,Extremadura,18,"0,61",3,"1,54",2,0
2021-06-22,12,Galicia,52,"0,62",13,"1,74",13,6
2021-06-22,13,Madrid,535,"3,25",170,"14,99",33,66
2021-06-22,19,Melilla,2,"1,10",1,"5,88",0,0
2021-06-22,14,Murcia,25,"0,61",8,"1,68",2,6
2021-06-22,15,Navarra,25,"1,34",8,"7,21",0,0
2021-06-22,16,País Vasco,200,"4,09",41,"10,17",22,45
2021-06-22,17,La Rioja,19,"2,66",4,"7,55",2,3
2021-06-22,00,España,2504,"2,04",683,"7,20",265,398
2021-06-23,01,Andalucía,549,"3,05",128,"6,86",78,98
2021-06-23,02,Aragón,83,"2,02",19,"8,48",11,10
2021-06-23,03,Asturias,61,"1,82",13,"4,26",6,6
2021-06-23,04,Baleares,27,"0,84",6,"2,21",5,0
2021-06-23,05,Canarias,125,"2,27",24,"5,03",9,12
2021-06-23,06,Cantabria,19,"1,37",1,"0,94",2,3
2021-06-23,08,Castilla La Mancha,83,"1,67",27,"7,36",4,17
2021-06-23,07,Castilla y León,118,"1,84",50,"11,26",9,19
2021-06-23,09,Cataluña,418,"1,69",134,"10,74",44,76
2021-06-23,18,Ceuta,3,"1,52",1,"5,88",0,0
2021-06-23,10,C. Valenciana,92,"0,82",12,"1,41",18,14
2021-06-23,11,Extremadura,17,"0,58",3,"1,54",1,1
2021-06-23,12,Galicia,58,"0,69",17,"2,27",14,9
2021-06-23,13,Madrid,492,"2,99",167,"14,69",38,62
2021-06-23,19,Melilla,1,"0,55",1,"5,88",0,1
2021-06-23,14,Murcia,25,"0,61",7,"1,47",4,4
2021-06-23,15,Navarra,24,"1,27",8,"6,61",1,2
2021-06-23,16,País Vasco,194,"3,96",36,"9,02",25,37
2021-06-23,17,La Rioja,20,"2,81",5,"9,43",4,2
2021-06-23,00,España,2409,"1,96",659,"7,07",273,373
2021-06-24,01,Andalucía,527,"2,93",128,"6,85",48,70
2021-06-24,02,Aragón,74,"1,80",19,"8,48",7,13
2021-06-24,03,Asturias,60,"1,79",13,"4,26",8,7
2021-06-24,04,Baleares,27,"0,84",6,"2,21",4,4
2021-06-24,05,Canarias,122,"2,20",21,"4,41",9,6
2021-06-24,06,Cantabria,20,"1,44",0,"0,00",5,5
2021-06-24,08,Castilla La Mancha,79,"1,59",27,"7,34",7,13
2021-06-24,07,Castilla y León,114,"1,77",49,"11,24",7,7
2021-06-24,09,Cataluña,434,"1,76",132,"10,75",50,35
2021-06-24,18,Ceuta,3,"1,52",1,"5,88",0,0
2021-06-24,10,C. Valenciana,106,"0,94",13,"1,52",22,9
2021-06-24,11,Extremadura,14,"0,48",4,"2,16",1,4
2021-06-24,12,Galicia,46,"0,55",11,"1,47",6,11
2021-06-24,13,Madrid,492,"3,02",163,"14,32",40,50
2021-06-24,19,Melilla,2,"1,10",1,"5,88",1,0
2021-06-24,14,Murcia,19,"0,46",6,"1,26",2,7
2021-06-24,15,Navarra,20,"1,06",7,"5,79",0,4
2021-06-24,16,País Vasco,190,"3,93",34,"8,50",25,30
2021-06-24,17,La Rioja,17,"2,38",6,"11,32",1,0
2021-06-24,00,España,2366,"1,93",641,"6,90",243,275
2021-06-27,01,Andalucía,553,"3,08",129,"6,91",62,39
2021-06-27,02,Aragón,75,"1,83",19,"8,48",4,2
2021-06-27,03,Asturias,57,"1,70",13,"4,26",4,0
2021-06-27,04,Baleares,43,"1,34",7,"2,58",17,1
2021-06-27,05,Canarias,137,"2,48",23,"4,83",10,4
2021-06-27,06,Cantabria,22,"1,59",0,"0,00",5,1
2021-06-27,08,Castilla La Mancha,66,"1,34",25,"6,94",4,5
2021-06-27,07,Castilla y León,110,"1,72",42,"9,66",5,6
2021-06-27,09,Cataluña,473,"1,91",139,"11,13",55,27
2021-06-27,18,Ceuta,3,"1,51",1,"5,88",0,0
2021-06-27,10,C. Valenciana,125,"1,12",12,"1,41",20,7
2021-06-27,11,Extremadura,19,"0,66",4,"2,16",3,1
2021-06-27,12,Galicia,52,"0,62",10,"1,34",8,5
2021-06-27,13,Madrid,505,"3,14",164,"14,53",24,16
2021-06-27,19,Melilla,1,"0,55",1,"5,88",0,0
2021-06-27,14,Murcia,23,"0,56",6,"1,26",5,4
2021-06-27,15,Navarra,21,"1,12",7,"5,88",2,1
2021-06-27,16,País Vasco,190,"3,96",36,"8,72",14,9
2021-06-27,17,La Rioja,20,"2,81",6,"11,32",2,0
2021-06-27,00,España,2495,"2,04",644,"6,92",244,128
2021-06-28,01,Andalucía,523,"2,91",131,"7,01",67,93
2021-06-28,02,Aragón,71,"1,73",17,"7,59",7,11
2021-06-28,03,Asturias,50,"1,50",12,"4,03",3,3
2021-06-28,04,Baleares,48,"1,50",8,"2,95",11,3
2021-06-28,05,Canarias,149,"2,70",22,"4,62",16,12
2021-06-28,06,Cantabria,19,"1,37",0,"0,00",2,5
2021-06-28,08,Castilla La Mancha,71,"1,45",25,"7,18",15,11
2021-06-28,07,Castilla y León,98,"1,54",39,"8,97",6,20
2021-06-28,09,Cataluña,462,"1,88",132,"11,19",54,67
2021-06-28,18,Ceuta,3,"1,52",1,"5,88",0,0
2021-06-28,10,C. Valenciana,121,"1,08",15,"1,76",30,26
2021-06-28,11,Extremadura,18,"0,62",3,"1,62",3,4
2021-06-28,12,Galicia,51,"0,61",9,"1,20",9,9
2021-06-28,13,Madrid,458,"2,85",153,"13,64",26,99
2021-06-28,19,Melilla,1,"0,55",1,"5,88",0,0
2021-06-28,14,Murcia,19,"0,46",6,"1,26",1,4
2021-06-28,15,Navarra,21,"1,13",7,"5,83",4,4
2021-06-28,16,País Vasco,182,"3,84",33,"8,03",27,35
2021-06-28,17,La Rioja,24,"3,37",6,"11,32",3,0
2021-06-28,00,España,2389,"1,96",620,"6,73",284,406
2021-06-29,01,Andalucía,514,"2,86",119,"6,37",77,82
2021-06-29,02,Aragón,72,"1,76",16,"7,14",13,12
2021-06-29,03,Asturias,46,"1,38",11,"3,69",4,7
2021-06-29,04,Baleares,57,"1,77",6,"2,19",16,9
2021-06-29,05,Canarias,127,"2,30",22,"4,62",13,22
2021-06-29,06,Cantabria,21,"1,51",0,"0,00",4,3
2021-06-29,08,Castilla La Mancha,73,"1,49",24,"6,92",9,3
2021-06-29,07,Castilla y León,98,"1,54",40,"9,03",9,8
2021-06-29,09,Cataluña,462,"1,88",130,"10,96",59,75
2021-06-29,18,Ceuta,4,"2,03",1,"5,88",1,0
2021-06-29,10,C. Valenciana,132,"1,18",14,"1,64",32,22
2021-06-29,11,Extremadura,16,"0,55",3,"1,62",1,5
2021-06-29,12,Galicia,54,"0,65",8,"1,07",6,11
2021-06-29,13,Madrid,441,"2,76",148,"13,07",39,44
2021-06-29,19,Melilla,1,"0,55",1,"5,88",0,0
2021-06-29,14,Murcia,27,"0,66",9,"1,89",9,0
2021-06-29,15,Navarra,21,"1,14",7,"6,03",2,1
2021-06-29,16,País Vasco,186,"3,92",34,"8,59",20,18
2021-06-29,17,La Rioja,23,"3,23",8,"15,09",2,2
2021-06-29,00,España,2375,"1,95",601,"6,52",316,324
2021-06-30,01,Andalucía,483,"2,69",116,"6,21",55,89
2021-06-30,02,Aragón,72,"1,78",14,"6,42",6,6
2021-06-30,03,Asturias,48,"1,46",11,"3,69",7,6
2021-06-30,04,Baleares,62,"1,92",11,"4,01",9,5
2021-06-30,05,Canarias,128,"2,32",24,"5,03",14,21
2021-06-30,06,Cantabria,20,"1,44",1,"0,94",4,4
2021-06-30,08,Castilla La Mancha,74,"1,52",24,"6,92",9,7
2021-06-30,07,Castilla y León,91,"1,44",36,"8,13",8,13
2021-06-30,09,Cataluña,486,"1,97",122,"10,36",68,56
2021-06-30,18,Ceuta,4,"2,02",1,"5,88",0,0
2021-06-30,10,C. Valenciana,149,"1,33",14,"1,64",36,21
2021-06-30,11,Extremadura,16,"0,56",4,"2,16",1,2
2021-06-30,12,Galicia,52,"0,63",8,"1,07",7,8
2021-06-30,13,Madrid,423,"2,66",145,"13,22",29,65
2021-06-30,19,Melilla,1,"0,55",1,"5,88",0,0
2021-06-30,14,Murcia,20,"0,49",6,"1,26",2,7
2021-06-30,15,Navarra,22,"1,21",6,"5,17",2,1
2021-06-30,16,País Vasco,183,"3,86",32,"8,08",22,31
2021-06-30,17,La Rioja,23,"3,27",8,"15,09",3,3
2021-06-30,00,España,2357,"1,94",584,"6,38",282,345
2021-07-01,01,Andalucía,497,"2,77",121,"6,48",78,61
2021-07-01,02,Aragón,75,"1,86",15,"6,82",15,10
2021-07-01,03,Asturias,44,"1,34",11,"3,69",6,5
2021-07-01,04,Baleares,71,"2,20",13,"4,74",12,6
2021-07-01,05,Canarias,129,"2,34",24,"5,03",5,7
2021-07-01,06,Cantabria,23,"1,66",1,"0,94",5,1
2021-07-01,08,Castilla La Mancha,74,"1,53",22,"6,34",8,10
2021-07-01,07,Castilla y León,90,"1,42",36,"8,13",8,13
2021-07-01,09,Cataluña,515,"2,09",126,"10,64",90,59
2021-07-01,18,Ceuta,4,"2,01",1,"5,88",0,0
2021-07-01,10,C. Valenciana,181,"1,62",19,"2,23",57,16
2021-07-01,11,Extremadura,15,"0,52",4,"2,16",2,2
2021-07-01,12,Galicia,54,"0,65",7,"0,93",9,5
2021-07-01,13,Madrid,403,"2,56",133,"12,12",35,47
2021-07-01,19,Melilla,1,"0,55",1,"5,88",0,0
2021-07-01,14,Murcia,19,"0,46",7,"1,47",3,3
2021-07-01,15,Navarra,21,"1,17",6,"5,17",1,2
2021-07-01,16,País Vasco,176,"3,75",32,"8,12",28,37
2021-07-01,17,La Rioja,20,"2,84",7,"13,21",0,3
2021-07-01,00,España,2412,"1,99",586,"6,39",362,287
2021-07-04,01,Andalucía,530,"2,96",121,"6,48",67,32
2021-07-04,02,Aragón,76,"1,89",13,"5,96",13,4
2021-07-04,03,Asturias,76,"2,47",12,"4,03",9,3
2021-07-04,04,Baleares,88,"2,72",14,"5,11",28,5
2021-07-04,05,Canarias,150,"2,73",24,"5,03",8,4
2021-07-04,06,Cantabria,32,"2,31",4,"3,77",8,0
2021-07-04,08,Castilla La Mancha,76,"1,58",22,"6,34",6,1
2021-07-04,07,Castilla y León,106,"1,68",35,"7,90",25,11
2021-07-04,09,Cataluña,621,"2,53",147,"12,28",109,61
2021-07-04,18,Ceuta,4,"2,01",1,"5,88",0,0
2021-07-04,10,C. Valenciana,241,"2,16",20,"2,36",43,13
2021-07-04,11,Extremadura,19,"0,66",4,"2,16",0,0
2021-07-04,12,Galicia,59,"0,72",8,"1,07",18,3
2021-07-04,13,Madrid,390,"2,52",131,"12,16",23,16
2021-07-04,19,Melilla,4,"2,20",1,"5,88",0,0
2021-07-04,14,Murcia,29,"0,72",7,"1,51",6,4
2021-07-04,15,Navarra,23,"1,29",8,"6,90",2,0
2021-07-04,16,País Vasco,178,"3,83",37,"9,25",13,6
2021-07-04,17,La Rioja,21,"2,99",7,"13,21",2,0
2021-07-04,00,España,2723,"2,26",616,"6,73",380,163
2021-07-05,01,Andalucía,534,"2,98",118,"6,32",87,78
2021-07-05,02,Aragón,75,"1,88",14,"6,42",8,10
2021-07-05,03,Asturias,67,"2,03",13,"4,36",13,5
2021-07-05,04,Baleares,88,"2,72",14,"5,11",8,9
2021-07-05,05,Canarias,155,"2,82",26,"5,45",16,9
2021-07-05,06,Cantabria,36,"2,60",4,"3,77",9,5
2021-07-05,08,Castilla La Mancha,77,"1,60",20,"5,76",8,8
2021-07-05,07,Castilla y León,111,"1,76",34,"7,67",19,11
2021-07-05,09,Cataluña,682,"2,78",151,"12,60",135,98
2021-07-05,18,Ceuta,3,"1,52",1,"5,88",0,1
2021-07-05,10,C. Valenciana,300,"2,69",31,"3,65",56,39
2021-07-05,11,Extremadura,19,"0,66",3,"1,62",2,1
2021-07-05,12,Galicia,57,"0,69",10,"1,34",18,12
2021-07-05,13,Madrid,393,"2,55",123,"11,45",38,35
2021-07-05,19,Melilla,4,"2,20",1,"5,88",0,0
2021-07-05,14,Murcia,34,"0,84",7,"1,51",7,1
2021-07-05,15,Navarra,24,"1,34",8,"6,90",2,0
2021-07-05,16,País Vasco,169,"3,64",31,"7,97",27,40
2021-07-05,17,La Rioja,19,"2,70",7,"13,21",1,3
2021-07-05,00,España,2847,"2,37",616,"6,74",454,365
2021-07-06,01,Andalucía,512,"2,86",115,"6,16",72,82
2021-07-06,02,Aragón,77,"1,92",14,"6,42",13,8
2021-07-06,03,Asturias,64,"1,94",12,"4,03",7,7
2021-07-06,04,Baleares,94,"2,90",14,"5,11",13,8
2021-07-06,05,Canarias,159,"2,90",29,"6,08",20,13
2021-07-06,06,Cantabria,42,"3,03",3,"2,83",11,5
2021-07-06,08,Castilla La Mancha,67,"1,39",18,"5,19",3,12
2021-07-06,07,Castilla y León,109,"1,72",33,"7,43",14,12
2021-07-06,09,Cataluña,756,"3,09",158,"13,21",156,93
2021-07-06,18,Ceuta,2,"1,00",1,"5,88",0,1
2021-07-06,10,C. Valenciana,240,"2,15",25,"2,94",37,40
2021-07-06,11,Extremadura,19,"0,66",3,"1,62",4,3
2021-07-06,12,Galicia,64,"0,78",8,"1,07",23,12
2021-07-06,13,Madrid,388,"2,51",118,"11,00",48,42
2021-07-06,19,Melilla,4,"2,20",1,"5,88",0,0
2021-07-06,14,Murcia,30,"0,74",7,"1,51",6,4
2021-07-06,15,Navarra,25,"1,40",8,"6,90",2,0
2021-07-06,16,País Vasco,159,"3,40",25,"6,43",22,37
2021-07-06,17,La Rioja,18,"2,56",6,"11,32",0,1
2021-07-06,00,España,2829,"2,35",598,"6,55",451,380
2021-07-07,01,Andalucía,512,"2,86",115,"6,16",72,82
2021-07-07,02,Aragón,77,"1,92",14,"6,42",13,8
2021-07-07,03,Asturias,64,"1,94",12,"4,03",7,7
2021-07-07,04,Baleares,94,"2,90",14,"5,11",13,8
2021-07-07,05,Canarias,159,"2,90",29,"6,08",20,13
2021-07-07,06,Cantabria,42,"3,03",3,"2,83",11,5
2021-07-07,08,Castilla La Mancha,67,"1,39",18,"5,19",3,12
2021-07-07,07,Castilla y León,109,"1,72",33,"7,43",14,12
2021-07-07,09,Cataluña,756,"3,09",158,"13,21",156,93
2021-07-07,18,Ceuta,2,"1,00",1,"5,88",0,1
2021-07-07,10,C. Valenciana,240,"2,15",25,"2,94",37,40
2021-07-07,11,Extremadura,19,"0,66",3,"1,62",4,3
2021-07-07,12,Galicia,64,"0,78",8,"1,07",23,12
2021-07-07,13,Madrid,388,"2,51",118,"11,00",48,42
2021-07-07,19,Melilla,4,"2,20",1,"5,88",0,0
2021-07-07,14,Murcia,30,"0,74",7,"1,51",6,4
2021-07-07,15,Navarra,25,"1,40",8,"6,90",2,0
2021-07-07,16,País Vasco,159,"3,40",25,"6,43",22,37
2021-07-07,17,La Rioja,18,"2,56",6,"11,32",0,1
2021-07-07,00,España,2829,"2,35",598,"6,55",451,380
2021-07-08,01,Andalucía,512,"2,85",112,"5,96",86,74
