NOMBRE,DIRECCION,CIUDAD,PROVINCIA,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO,BOCADILLOS_BEBIDAS_CALIENTES,COMIDA_PREPARADA,DUCHAS
CRED PARQUE LOGISTICO,"CR A-431 P.K. 1,50 I",Cordoba,Córdoba,37.87841097,-4.83365752,,ABIERTO 24h.,957227846,SI,SI,
CRED EL ARCÁNGEL,"CL ENRIQUE PUGA, S.N.",Cordoba,Córdoba,37.87705465,-4.76620214,,De Lunes a Domingo de 06:00 a 24:00 horas,957751037,SI,SI,
ES TASONIS DIRECTORSHIP SL,"CR N-432 P.K. 239,58 I",El Vacar Obejo,Córdoba,38.09153278,-4.86473975,,ABIERTO 24h.,957367031,,,SI
ES EL SASTRE SL,"CR A-440 P.K. 8,00 D",Fuente Palmera,Córdoba,37.71253071,-5.08051042,,De Lunes a Domingo de 06:30 a 21:30 horas,654575503,SI,,SI
E.S. MAJANEQUE,"CR N-437 P.K. 8,10 I",El Higueron,Córdoba,37.845194,-4.877972,,ABIERTO 24h.,957328194,SI,,
CRED LUCENA AUTOPISTA M.D.,"CR A-45 P.K. 51,00 D",Lucena,Córdoba,37.44013715,-4.55272509,,ABIERTO 24h.,957724548,SI,SI,
CRED LUCENA AUTOPISTA M.I.,"CR A-45 P.K. 51,00 I",Lucena,Córdoba,37.44043956,-4.55065442,,ABIERTO 24h.,957724603,SI,SI,
ES CARBURANTES MONTALBAN S.L.,CR CO-741 P.K. 3.20 D,Montalban de Cordoba,Córdoba,37.58763009,-4.74249398,,De Lunes a Sábado de 06:00 a 22:00 horas; Domingo de 08:00 a 20:00 horas,957310491,SI,,
E.S. GASOLEOS ENERGÉTICOS DEL SUR,"CR CO-761 P.K. 1,00 I",Moriles-lucena,Córdoba,37.43045189,-4.60228075,,De Lunes a Domingo de 06:00 a 22:00 horas,629221034,SI,,
"TERESA CALLEJON,S.L.",CL AVENIDA PAZ S.N.,Palma del Rio,Córdoba,37.7000139,-5.27269259,,De Lunes a Domingo de 06:00 a 22:00 horas,957643159,SI,,
"ES CARO CUMPLIDO ,S.L.","AV DIPUTACION, 85",Palma del Rio,Córdoba,37.70883826,-5.28450503,,Lunes de 06:00 a 22:00 horas,957710417,SI,,
CRED POZOBLANCO,"CR C-420 P.K. 131,40 I",Pozoblanco,Córdoba,38.37973978,-4.85995783,,De Lunes a Domingo de 06:00 a 22:00 horas,957770678,SI,SI,
E.S. GASOLEOS ENERGETICOS DEL SUR S,CR CO-741 P.K. 0.80 I,La Rambla,Córdoba,37.60474341,-4.73461385,,De Lunes a Domingo de 05:30 a 23:30 horas,957682362,SI,SI,
ES HIJOS DE JOAQUIN DOMINGUEZ SL,CL CIRCUNVALACION S.N.,Santaella,Córdoba,37.570278,-4.842472,,De Lunes a Domingo de 06:00 a 23:00 horas,957313082,SI,,
E.S. VILLAFRANCA,"CR CO-5+68 P.K. 1,40 I (VILLANUEVA-ALAM)",Villafranca de Cordoba,Córdoba,37.95564208,-4.54610873,,De Lunes a Domingo de 06:00 a 22:00 horas,957190315,SI,,
E.S. PUERTA DE LOS PEDROCHES,"CR N-502 P.K. 366,50 D",Villanueva del Duque,Córdoba,38.37567958,-4.97736225,,De Lunes a Viernes de 06:00 a 23:00 horas; Festivo de 07:00 a 24:00 horas,957156400,,,SI
"E.S. WAY ATALAYA,S.L.","CR CUV-8306 P.K. 6,60 D (A-3 P.K. 177I)",Atalaya del Cañavate,Cuenca,39.53835966,-2.25438642,,De Lunes a Domingo de 00:15 a 24:00 horas,969381425,,,SI
CRED BELINCHÓN,"CR N-3 P.K. 71,9 D",Belinchon,Cuenca,40.06451801,-3.08275026,,De Lunes a Domingo de 06:00 a 22:00 horas,969323032,SI,SI,SI
AREA LA TORRETA S.L,"CR A-3 P.K. 225,00 I",Castillejo de Iniesta,Cuenca,39.5194772,-1.75257465,,ABIERTO 24h.,962187832,SI,SI,
CRED LOS PALANCARES,"CR N-320 P.K. 136,50 D",Cuenca,Cuenca,40.0550882,-2.12595062,,ABIERTO 24h.,969221916,SI,SI,
CRED HONRUBIA,"CR CM-3112 P.K. 28,00 D",Honrubia,Cuenca,39.59732825,-2.28105577,,ABIERTO 24h.,969292265,SI,SI,
ES ORTIZ ESPIN SL,"AUTOVIA A3, P.K. 207 MI",Pozoseco,Cuenca,39.49950768,-1.98988478,,ABIERTO 24h.,,,,SI
E.S. ARBA SA M.D.,CR N-3 P.K. 108.40 D,Saelices,Cuenca,39.9120954,-2.74369699,,ABIERTO 24h.,969132161,,,SI
E.S. ARBA SA,CR N-3 P.K. 108.40 I,Saelices,Cuenca,39.91368978,-2.74461487,,De Lunes a Domingo de 07:00 a 23:00 horas,969134420,,,SI
HERCA 1999 S.L.,"CR CUV-8307 P.K. 1,60 (A-3 P.K. 186 D)",Tebar,Cuenca,39.48429806,-2.15836331,,ABIERTO 24h.,969381470,,,SI
"E.S GEOSCRI, S.L","CR N-3 P.K. 131,20 I",Villares del Saz,Cuenca,39.84206507,-2.50968268,,De Lunes a Domingo de 07:00 a 22:00 horas,969298038,,,SI
CRED BERGARA,"CL AMILLAGA, 17",Bergara,Gipuzkoa,43.12585847,-2.42399129,,De Lunes a Domingo de 06:00 a 22:00 horas,943761160,SI,SI,
CRED ESKORIATZA,"CR AP-1 P.K. 121,50 I",Eskoriatza,Gipuzkoa,43.0170251,-2.53541126,,ABIERTO 24h.,943585229,SI,SI,
CRED HERNANI DCHO,"CR AP-8 P.K. 22,00 D",Hernani,Gipuzkoa,43.27974549,-1.98264119,,ABIERTO 24h.,943336121,SI,SI,SI
CRED HERNANI IZDO,"CR AP-8 P.K. 22,00 I",Hernani,Gipuzkoa,43.27799459,-1.97892417,,ABIERTO 24h.,943552494,SI,SI,SI
E.S.CRED ZAISA III,"CL ANTXOTXIPI, 15",Irun,Gipuzkoa,43.33788088,-1.76534524,,ABIERTO 24h.,943665910,SI,SI,SI
CRED ESKORTZA,"CL AVENIDA DE LETXUMBORRO, S.N.",Irun,Gipuzkoa,43.33375858,-1.81711241,,De Lunes a Domingo de 06:00 a 22:00 horas,943620284,SI,SI,
CRED BIDASOA IZQ,"AVENIDA DE IPARRALDE, 42",Irun,Gipuzkoa,43.34681134,-1.78750476,,De Lunes a Domingo de 06:00 a 22:00 horas,943633849,SI,SI,
E.S.PUNTXAS S.L.,"CR N-121 P.K. 74,10 D",Irun,Gipuzkoa,43.33582562,-1.75272583,,De Lunes a Viernes de 00:00 a 24:00 horas; Sábado de 00:00 a 21:00 horas; Domingo de 08:00 a 24:00 horas,943638224,,,SI
E.S. ZAISA,"CL TERMINAL DE ZAISA-BEHOBIA, S.N.",Irun,Gipuzkoa,43.34119337,-1.75427953,,ABIERTO 24h.,943633103,,,SI
ES ZAISA SL,CALLE COMETE SAREA NUM 1,Irun,Gipuzkoa,43.33885411,-1.75391571,,ABIERTO 24h.,943630419,SI,,SI
CRED ARRASATE MONDRAGON,"CR AP-1 P.K. 129,00 D",Mondragon,Gipuzkoa,43.06318415,-2.47614014,,ABIERTO 24h.,943799990,SI,SI,
CRED MUSAKOLA,"CL AVENIDA DE GUIPUZCOA, 34",Mondragon,Gipuzkoa,43.06698204,-2.47824881,,De Lunes a Domingo de 06:00 a 22:00 horas,943771810,SI,SI,
CRED OIARTZUN,"CR GI-636 P.K. 5,00 I",Oiartzun,Gipuzkoa,43.31232725,-1.87943812,,De Lunes a Domingo de 06:00 a 22:00 horas,943493702,SI,SI,SI
E.S.ITURRALDE,"CR GI-3631 P.K. 1,100 I (BDA. ITURRALDE",Oiartzun,Gipuzkoa,43.29621344,-1.87183414,,De Lunes a Domingo de 07:00 a 22:00 horas,943493829,SI,,
CRED IBAETA,"CL ZARAUTZ, 136",San Sebastian,Gipuzkoa,43.30082285,-2.002238,,De Lunes a Domingo de 06:00 a 22:00 horas,943212859,SI,SI,
CRED GROS,"CL AVENIDA ZURRIOLA, 32",San Sebastian,Gipuzkoa,43.32517036,-1.97502142,,De Lunes a Domingo de 07:00 a 23:00 horas,943273384,SI,SI,
CRED EMPURIA BRAVA,"CL ORLINA, S.N.",Castello D'empurias,Girona,42.25291306,3.09512149,,De Lunes a Viernes de 06:00 a 22:00 horas,972456013,SI,SI,
CRED PLATJA DÑARO,"AV DE CASTELL D'ARO, P.K. 12,2 I",Castell-platja D¿aro,Girona,41.81619657,3.05090204,,De Lunes a Domingo de 06:00 a 22:00 horas,972827399,SI,SI,
AUSELLE I FILLS S.L.,"CR C-63 P.K. 41,00 I",La Cellera de Ter,Girona,41.96683358,2.62517679,,De Lunes a Sábado de 06:00 a 22:00 horas; Domingo de 06:00 a 14:00 horas,972421659,SI,,
CRED LA TRAMUNTANA,"AU AP-7 P.K. 35,00 D",Garrigas,Girona,42.17345261,2.93016499,,ABIERTO 24h.,972560053,SI,SI,SI
E.S. ORTIZ,"CR C-250 P.K. 2,00 D",Girona,Girona,41.9699976,2.8392405,,De Lunes a Domingo de 06:00 a 22:00 horas,972205089,SI,,
CRED GERONA II,"CL BARCELONA, 208",Girona,Girona,41.96246334,2.81101733,,ABIERTO 24h.,972201929,SI,SI,
CRED LA EUROPEA,"AU AP-7 P.K. 7,00 D",La Jonquera,Girona,42.40519919,2.87218563,,ABIERTO 24h.,972555006,SI,SI,SI
CRED LA JUNQUERA,"CR N-2 P.K. 772,50 I",La Jonquera,Girona,42.39860706,2.88020849,,ABIERTO 24h.,972556005,SI,SI,SI
CRED MAS MORATO,"CR N-2 P.K. 772,50 D",La Jonquera,Girona,42.39837677,2.88266039,,ABIERTO 24h.,972555321,SI,SI,SI
E.S.SANCHEZ MU#OZ,"CL CLOSA D'EN LLOP, 2",L¿ Escala,Girona,42.12496391,3.12318016,,ABIERTO 24h.,972770274,SI,,
CARBURANTS I SERVEIS,"CR N-260 P.K. 17,40 I",Llança,Girona,42.36544533,3.15073597,,De Lunes a Domingo de 07:00 a 21:00 horas,972380141,SI,,
CRED LA CLARIANA,"AU AP-7 P.K. 86,00 D",Maçanet de la Selva,Girona,41.77232947,2.73988713,,ABIERTO 24h.,972858211,SI,SI,SI
CRED PARQUE,"CL CARRETRA SANTA COLOMA, S.N.",Olot,Girona,42.17192374,2.47871292,,De Lunes a Domingo de 06:00 a 22:00 horas,972260185,SI,SI,
CRED LES TRIES,"CL LES TRIES, 70-78",Olot,Girona,42.18953188,2.50425291,,De Lunes a Domingo de 06:00 a 22:00 horas,972264635,SI,SI,
CRED PALAFRUGELL,"AV DE ESPAÑA, S.N.",Palafrugell,Girona,41.91199372,3.15393106,,De Lunes a Domingo de 06:00 a 22:00 horas,972611340,SI,SI,
E.S. CRED PALOL DE REVARDIT,CR C-66 P.K. 36 D,Palol de Revardit,Girona,42.04812078,2.81946072,,De Lunes a Domingo de 06:00 a 22:00 horas,972171712,SI,SI,
E.S. PAU,"CR GE-610 P.K. 6,85 D",Pau,Girona,42.31324494,3.11985308,,De Lunes a Domingo de 07:00 a 21:00 horas,972552008,SI,,
CRED RIPOLL,"CL PASEO RAGULL, 12-14",Ripoll,Girona,42.19712193,2.19073929,,De Lunes a Domingo de 06:00 a 22:00 horas,972601303,SI,SI,
E.S. NIMACI S.L.,CR DE TORROELLA A L'ESTARTIT KM 2,Torroella de Montgri,Girona,42.04238187,3.14082418,,De Lunes a Domingo de 06:00 a 22:00 horas,972761312,SI,SI,
CRED ULLA,"CR C-31 P.K. 350,50 I",Ulla,Girona,42.04528214,3.11718472,,De Lunes a Domingo de 06:00 a 22:00 horas,972760811,SI,SI,
E.S. EGARA 2005 SL,"CR C-63 P.K. 9,40 I",Vidreras,Girona,41.76632036,2.78052762,,De Lunes a Domingo de 06:00 a 22:00 horas,972850002,SI,SI,
CRED ALBOLOTE,C/ LOJA SN,Albolote,Granada,37.23298623,-3.64945505,,De Lunes a Viernes de 06:00 a 22:00 horas; De Sábado a Domingo de 06:00 a 22:00 horas,958466544,SI,SI,
E.S. LA LOMA,"CR A-44 P.K. 153,00 D",Cozvijar,Granada,36.98678147,-3.60577805,,ABIERTO 24h.,958782790,,,SI
E.S. INDALICA COPEC SA,"CR A-92 P.K. 279,00 D",Diezma,Granada,37.32081434,-3.29745714,,De Lunes a Viernes de 06:30 a 22:30 horas; De Sábado a Domingo de 07:30 a 22:30 horas,958680194,SI,,
E.S. INDALICA COPEC SA,"CR A-92 P.K. 279,08 I",Diezma,Granada,37.32249516,-3.29694484,,De Lunes a Viernes de 06:30 a 22:30 horas; De Sábado a Domingo de 07:30 a 22:30 horas,958680046,SI,,
ES MORENO FERNANDEZ MANUEL,"CR A-92 (NORTE N-342) P.K. 208,00 D",Gor,Granada,37.39456438,-3.02686048,,De Lunes a Domingo de 06:00 a 23:00 horas; De Lunes a Domingo de 07:00 a 22:00 horas,958682230,SI,,SI
CRED NEPTUNO,"CL PROLONGACION RECOGIDAS, S.N.",Granada,Granada,37.16831156,-3.60916022,,ABIERTO 24h.,958264703,SI,SI,
CRED LA CHANA,AVENIDA DE LAS ALPUJARRAS S/N,Granada,Granada,37.18348154,-3.62449783,,ABIERTO 24h.,958283979,SI,SI,
CRED LOS VERGELES,"CL SULTANA, 9",Granada,Granada,37.15105483,-3.59228099,,De Lunes a Domingo de 06:00 a 22:00 horas,958123608,SI,SI,
SERVIBALISA SL,"AV. BUENOS AIRES, S/N",Guadix,Granada,37.30641687,-3.13260857,,De Lunes a Viernes de 06:00 a 20:00 horas; De Sábado a Domingo de 08:00 a 20:00 horas; Festivo de 08:00 a 20:00 horas,958666195,SI,SI,
CONTRERAS UNICA SL,"CR A-92 P.K. 263,00 D",Huetor Santillan,Granada,37.23387867,-3.49718775,,Festivo de 07:00 a 23:00 horas,958546301,SI,,SI
ES AS HUETOR TAJAR 2020 SL,"CR A-92 P.K. 200,30 I",Huetor Tajar,Granada,37.18180488,-4.05749775,,ABIERTO 24h.,958333843,SI,,SI
NAVAL.OIL S.L.,"CR A-44 P.K. 97,00 D",Iznalloz,Granada,37.40581499,-3.56658535,,ABIERTO 24h.,958384828,SI,,
E.S EL OLIVAR,A-92 SALIDA 220,Lachar,Granada,37.19270475,-3.85283069,,ABIERTO 24h.,958457500,,,SI
CRED LOJA PUEBLO,"CR N-342 P.K. 483,00 I",Loja,Granada,37.16455374,-4.13706709,,De Lunes a Domingo de 07:00 a 23:00 horas,958320044,SI,SI,
E.S. HIPONOVA SL,"CR C-335 P.K. 26,80 D",Montefrio,Granada,37.32599961,-4.00527775,,De Lunes a Sábado de 06:00 a 22:00 horas; Domingo de 08:00 a 22:00 horas,958336201,SI,,
E.S. PARAISO ESTACION NORTE SLU,"CR A-92 P.K. 212,70 I",Moraleda de Zafayona,Granada,37.18146775,-3.92952531,,ABIERTO 24h.,645496344,SI,SI,SI
ES PARAISO,"CR A-92 P.K. 212,7 D",Moraleda de Zafayona,Granada,37.18012869,-3.92877708,,ABIERTO 24h.,958443564,SI,,SI
E.S. MORALEDA,"CR A-92 P.K. 211,20 D",Moraleda de Zafayona,Granada,37.18257523,-3.95274843,,ABIERTO 24h.,958443082,SI,SI,
E.S. LORETO SL,"CR A-92 P.K. 210,00 D",Moraleda de Zafayona,Granada,37.18492188,-3.95885692,,De Lunes a Domingo de 07:00 a 22:00 horas,958443300,SI,,
E.S. OGIJARES,"CR GR-32-SE P.K. 1,80 D",Ogijares,Granada,37.12472206,-3.61992675,,De Lunes a Domingo de 07:00 a 22:00 horas,958597230,SI,,
E.S. CRED EL PADUL,"CR A-44 P.K. 147,00 D",Padul,Granada,37.04615322,-3.65414924,,De Lunes a Domingo de 06:00 a 22:00 horas,958347291,SI,SI,
"GESBALISA, SOCIEDA LIMITADA","CR A-44 P.K. 125,00 I",Peligros,Granada,37.22024402,-3.62759881,,De Sábado a Domingo de 08:00 a 22:00 horas,958402688,SI,SI,
"E.S. RAMBAR,S.A.",CL AVENIDA PERONE S.N.,Salobreña,Granada,36.74023684,-3.58427857,,De Lunes a Domingo de 07:00 a 22:00 horas,958612130,SI,SI,
CRED ALOVERA,"CR A-2 P.K. 45,60 D",Alovera,Guadalajara,40.57965551,-3.23580584,,De Lunes a Viernes de 06:00 a 22:00 horas. Sabado y Domingo de 7:00 a 21:00 horas,949270187,SI,SI,SI
CRED AZUQUECA,"CR N-320 P.K. 289,70 D",Azuqueca de Henares,Guadalajara,40.57510754,-3.26032816,,ABIERTO 24h.,949265042,SI,SI,
CRED POLIGONO AZUQUECA,"CL AVENIDA ALCALA, PARCELAS 84-85",Azuqueca de Henares,Guadalajara,40.55615395,-3.27739504,,De Lunes a Domingo de 06:00 a 22:00 horas,949265061,SI,SI,
CRED GUADALAJARA,CL JULIAN BESTEIRO Nº 25,Guadalajara,Guadalajara,40.6333902,-3.18478244,,De Lunes a Viernes de 06:00 a 24:00 horas; De Sábado a Domingo de 07:00 a 23:00 horas,949200427,SI,SI,
GPV-GUADALAJARA -136,"AV FRANCIA, S.N.",Guadalajara,Guadalajara,40.64334542,-3.14282659,,ABIERTO 24h.,949298830,SI,SI,
ES MARTIN LOPEZ CARBURANTES SL,"CR A-2 P.K. 107,00 D",Mirabueno,Guadalajara,40.92805182,-2.71392271,,ABIERTO 24h.,949828532,,,SI
CRED AREA DE SERVICIO CARTAYA SIERR,"CR A-49 P.K. 102,00 D",Cartaya,Huelva,37.32368111,-7.11401191,,ABIERTO 24h.,959504171,SI,SI,SI
CRED AREA DE SERVICIO CARTAYA PLAYA,"CR A-49 P.K. 102,00 I",Cartaya,Huelva,37.32280894,-7.116448,,ABIERTO 24h.,959504438,SI,SI,SI
ES INMATERGIES SL,"CR N-431 PK 110,60 I",Cartaya,Huelva,37.28827921,-7.14667278,,De Lunes a Domingo de 06:00 a 22:00 horas; Festivo de 06:30 a 22:00 horas,859994022,SI,,
CRED CHUCENA NORTE,"CR A-49 P.K. 37,00 D",Chucena,Huelva,37.34834588,-6.42325093,,ABIERTO 24h.,959424447,SI,SI,SI
CRED CHUCENA SUR,"CR A-49 P.K. 37,00 I",Chucena,Huelva,37.34687112,-6.42312362,,ABIERTO 24h.,959424447,SI,SI,SI
E.S. CRED Pº MARITIMO HUELVA,"CL BARRIADA MOLINO DE LA VEGA ,37",Huelva,Huelva,37.26766151,-6.95823732,,ABIERTO 24h.,959254138,SI,SI,
CRED LA ORDEN,"CL BARRIO LA ORDEN, S.N.",Huelva,Huelva,37.28356516,-6.94567541,,De Lunes a Domingo de 06:00 a 23:00 horas,959153764,SI,SI,
CRED MARTÍNEZ VELASCO,CL AVENIDA MARTINEZ DE VELASCO 53,Huesca,Huelva,42.13155699,-0.41927975,,ABIERTO 24h.,974212635,SI,SI,
E.S. MADRE DEL SOCORRO,"CR HU-614 P.K. 8,60 D",Rociana del Condado,Huelva,37.30154231,-6.59549255,,De Lunes a Domingo de 06:00 a 22:00 horas,,SI,,
E.S. CRED SABIÑANIGO,"CL AVENIDA HUESCA, 22",Sabiñanigo,Huelva,42.51474677,-0.36135955,,De Lunes a Domingo de 06:00 a 22:00 horas,974480365,SI,SI,
"E.S. JAIME I, SA.","CR A-1234 P.K. 28,90 D",Albalate de Cinca,Huesca,41.72184014,0.14662795,,ABIERTO 24h.,974469470,SI,,
"E.S. HERRERO, S. L.","CL CORONA DE ARAGON, 52",Barbastro,Huesca,42.03469321,0.12825393,,De Lunes a Domingo de 08:00 a 21:00 horas,974311248,SI,SI,
"E.S. LA CRUZANZANA,SL.","CR N-2 P.K. 412,00 I",Candasnos,Huesca,41.51300603,0.08844052,,De Lunes a Domingo de 06:00 a 23:00 horas,974463044,,,SI
E.S. GEMMA RIVERA MORE,"CR N-260 P.K. 385,50 D",Castejon de Sos,Huesca,42.5130099,0.48245267,,De Lunes a Domingo de 08:00 a 21:00 horas,974553059,SI,,
AREA SERVICIO CANUHE,"CR A-23 P.K. 332,80 D",Gurrea de Gallego,Huesca,41.992026,-0.66744096,,ABIERTO 24h.,976697077,SI,,SI
"E.S. JAIME I, SA.","CL AVENIDA DE LERIDA, 31",Monzon,Huesca,41.91109282,0.1968127,,ABIERTO 24h.,974403817,SI,,
E.S. JAIME I S.A.,"CR A-1234 P.K. 22,25 I",Osso de Cinca,Huesca,41.67245447,0.18791278,,De Lunes a Viernes de 07:30 a 21:30 horas; Sábado de 07:30 a 14:00 horas,974456282,SI,,
E.S. GASOLEOS EL BALCON,"CR A-4 P.K. 326,00 I",Andujar,Jaén,38.02946759,-4.07976244,,ABIERTO 24h.,953500912,,,SI
CRED BAILÉN,"CR N-323A P.K. 0,00 D",Bailen,Jaén,38.08854292,-3.77887717,,ABIERTO 24h.,953672404,SI,SI,
"E.S. OJEDA Y OJEDA, S.L.","CR A-6301 P.K. 3,50 I",Beas de Segura,Jaén,38.26151396,-2.91666339,,De Lunes a Domingo de 07:00 a 21:00 horas,953458123,SI,,
CRED LA FRONTERA,"CL AUTOVIA BAILEN-MOTRIL P.K. 69,40 I",Campillo de Arenas,Jaén,37.59395055,-3.60215206,,ABIERTO 24h.,953307090,SI,SI,
CRED GUARROMÁN II,"CR N-4 P.K. 280,00 D",Guarroman,Jaén,38.19645744,-3.67330652,,ABIERTO 24h.,953616162,SI,SI,SI
CRED GUARROMÁN,"CR N-4 P.K. 280,50 I",Guarroman,Jaén,38.19345307,-3.67200227,,ABIERTO 24h.,953615132,SI,SI,SI
CRED LOS OLIVOS,"CR N-323 P.K. 11,90 I",Jabalquinto,Jaén,38.02343336,-3.77986,,ABIERTO 24h.,953617343,SI,SI,
CRED POLIGONO LOS OLIVARES,POLIGONO RONDA LOS OLIVARES,Jaen,Jaén,37.79311387,-3.79163648,,De Lunes a Domingo de 06:00 a 22:00 horas,953129771,SI,SI,
CRED LINARES,"CL AVENIDA ESPAÑA, 3",Linares,Jaén,38.09033916,-3.62598569,,De Lunes a Domingo de 06:00 a 22:00 horas,953692315,SI,SI,
E.S. LOS CABALLOS II,"CR N-4 P.K. 346,60 D",Lopera,Jaén,37.9900203,-4.26134647,,De Lunes a Domingo de 06:00 a 22:00 horas,953516772,SI,,
CRED LOS CABALLOS,"CR N-4 P.K. 346,60 I",Lopera,Jaén,37.9888408,-4.26061529,,De Lunes a Domingo de 06:00 a 22:00 horas,953516761,SI,SI,SI
"E.S. DOMINGUEZ JABALQUINTO, S.L.",CL AVENIDA JOAQUIN COSTA S.N.,Porcuna,Jaén,37.87293539,-4.17618289,,De Lunes a Domingo de 06:00 a 22:00 horas,953546497,SI,,
E.S. AREA DE SERVICIO KM 258,CR A-4 P.K. 258.00 D,Santa Elena,Jaén,38.33693199,-3.54522788,,ABIERTO 24h.,953664031,SI,,SI
CRED VILLANUEVA DEL ARZOBISPO,"CR N-322 P.K. 191,00 D",Villanueva del Arzob,Jaén,38.1725526,-3.00394944,,De Lunes a Domingo de 06:00 a 22:00 horas,953450105,SI,SI,
"E.S. SAN JUAN,S.L.","CR N-232 P.K. 393,10 I",Agoncillo,La Rioja,42.43138975,-2.28006685,,De Lunes a Viernes de 06:00 a 22:00 horas; Sábado de 08:00 a 22:00 horas,941431312,SI,,
"AREA SERVICIO CALAHORRA, S.A.",CR N-232 P.K. 353.70 A,Calahorra,La Rioja,42.26331449,-1.91754059,,ABIERTO 24h.,941146346,SI,,
"LA PLANILLA, S.L.",CL AVENIDA DE NUMANCIA S.N.,Calahorra,La Rioja,42.30265092,-1.97475218,,De Lunes a Sábado de 08:00 a 21:00 horas,941133328,SI,,
CRED CALAHORRA M.D.,"AU AP-68 P.K. 176,90 D",Calahorra-autopista,La Rioja,42.29187351,-1.97126629,,De Lunes a Domingo de 07:00 a 23:00 horas,941133057,SI,SI,
CRED CALAHORRA M.I.,"AU AP-68 P.K. 176,90 I",Calahorra-autopista,La Rioja,42.29264135,-1.96954163,,De Lunes a Domingo de 07:00 a 23:00 horas,941133007,SI,SI,
CRED LAS GAUNAS,"CL AVENIDA DE MADRID, 25",Logroño,La Rioja,42.45308488,-2.44804254,,ABIERTO 24h.,941499613,SI,SI,
R.BERICOCHEA Y 4 MAS,"CL AVENIDA LOBETE, 46",Logroño,La Rioja,42.45884841,-2.43048138,,De Lunes a Domingo de 07:15 a 22:45 horas,941256564,SI,,
E.S. CASCAJOS,"CL PIQUERAS, 22",Logroño,La Rioja,42.45644942,-2.43205076,,De Lunes a Domingo de 06:00 a 23:00 horas,941257011,SI,SI,
CRED LOGROÑO,"AU A-68 P.K. 136,00 D",Logroño-autopista,La Rioja,42.45030157,-2.37046315,,ABIERTO 24h.,941241195,SI,SI,SI
SAENZ DE JUBERA S.L.,"CR LR-259 P.K. 7,40 D",Murillo de Rio Leza,La Rioja,42.39945672,-2.33398666,,De Lunes a Viernes de 07:00 a 21:30 horas; De Sábado a Domingo de 07:00 a 14:30 horas,941432521,SI,,
CRED S.ASENSIO M.I.,"AU A-68 P.K. 100,00 I",San Asensio-e.S.,La Rioja,42.51318154,-2.75276265,,De Lunes a Domingo de 07:00 a 23:00 horas,941457143,SI,SI,
CRED S.ASENSIO M.D.,"AU AP-68 P.K. 100,00 D",San Asensio-e.S.,La Rioja,42.51159587,-2.75431833,,De Lunes a Domingo de 07:00 a 23:00 horas,941457331,SI,SI,
E.S COMBUSTIBLES LUIS FERNANDEZ S.L,"CR N-232 P.K. 33,00 I",San Vicente de la Sonsierra,La Rioja,42.57081688,-2.76155278,,De Lunes a Domingo de 07:00 a 22:00 horas,941334155,SI,,
CRED LAS ROSAS,CL MOZART SN,Agüimes,Las Palmas,27.89200997,-15.41543107,,De Lunes a Domingo de 06:00 a 22:00 horas,928126166,SI,SI,
CRED ARINAGA,"CANAL DCHA. POLÍGONO DE ARINAGA, S/N",Arinaga,Las Palmas,27.86221878,-15.41768496,,De Lunes a Viernes de 05:00 a 21:00 horas; Sábado de 07:00 a 13:00 horas,928188885,,SI,
CRED LAS HUESAS,"CL VELAZQUEZ, 1",El -telde Caracol,Las Palmas,27.98056863,-15.39220016,,ABIERTO 24h.,928694312,SI,SI,
CRED MARZAGAN,"CR GC-300 P.K. 7,60 D, CRUCE MARZAGAN",Las Palmas de Gran Canaria,Las Palmas,28.03885826,-15.41872449,,De Lunes a Viernes de 05:30 a 22:00 horas; De Sábado a Domingo de 06:00 a 22:00 horas,928717839,SI,SI,
CRED LA BALLENA,"CL GREGORIO MARAÑON, S.N.",Palmas de Gran Canar,Las Palmas,28.10117663,-15.44065141,,ABIERTO 24h.,928427465,SI,SI,
CRED SAN LORENZO,"CL FINCA LA CANCELA, S.N.",Palmas de Gran Canar,Las Palmas,28.07653864,-15.46398736,,De Lunes a Domingo de 06:00 a 22:00 horas,928170800,SI,SI,
CRED RECTA DE TARAHALES,AVDA DE ESCALERITAS ESQUINA CALLE TELEGRAFOS SN,Palmas de Gran Canar,Las Palmas,28.10143401,-15.44704206,,De Lunes a Domingo de 06:00 a 22:00 horas,928170497,SI,SI,
CRED CTRA CHILE,"CTRA DE CHILE, P.K. 9,00 D",Palmas de Gran Canar,Las Palmas,28.12145377,-15.44777342,,De Lunes a Domingo de 06:00 a 22:00 horas,928227609,SI,SI,
GPV-7 PALMAS,AV HOYA DE LA GALLINA SN,Palmas de Gran Canarias,Las Palmas,28.09642695,-15.45666582,,De Lunes a Domingo de 07:00 a 24:00 horas,928508639,SI,SI,
E.S. CRED CASILLAS DEL ANGEL,"CL CASILLAS DEL ANGEL, 132",Puerto del Rosario(f,Las Palmas,28.48822022,-13.97409368,,De Lunes a Sábado de 06:00 a 22:00 horas,928538229,SI,SI,
CRED SALINETAS,GC-1 ENLACE SALINETAS,Telde,Las Palmas,27.98411189,-15.39170156,,Lunes de 06:00 a 22:00 horas,,SI,SI,
CRED VECINDARIO,"AV DEL ATLANTICO, S.N.",Vecindario,Las Palmas,27.84121601,-15.44090447,,ABIERTO 24h.,928125093,SI,SI,
