NOMBRE,DIRECCION,CIUDAD,PROVINCIA,LATITUD,LONGITUD,COMENTARIO,HORARIO,TELEFONO,BOCADILLOS_BEBIDAS_CALIENTES,COMIDA_PREPARADA,DUCHAS
CRED MARESME,CTR BARCELONA PK 27,Mataro,Barcelona,41.523914,2.4274777,,De Lunes a Domingo de 06:00 a 22:00 horas,,SI,SI,
CRED MOLLET,RONDA LA FARINERA SN,Mollet del Vales,Barcelona,41.53580726,2.20368755,,De Lunes a Domingo de 06:00 a 22:00 horas,935970540,SI,SI,
CRED MONTCADA I REIXAC,"CR C-17 P.K.. 1,5 I",Montcada I Reixac,Barcelona,41.46691225,2.17776058,,ABIERTO 24h.,935648070,SI,SI,
E.S. CRED MONCADA,"CR N-152 P.K. 4,85 D",Montcada I Reixac,Barcelona,41.49168601,2.18533862,,De Lunes a Domingo de 05:00 a 23:00 horas,935643003,SI,SI,
E.S. LA PANADELLA,"CR N-2 P.K. 535,00 A",Montmaneu,Barcelona,41.61716696,1.39972536,,ABIERTO 24h.,938092011,SI,,
CRED MONTMELÓ,"CL VIC, 69",Montmelo,Barcelona,41.55371653,2.250167,,De Lunes a Domingo de 06:00 a 22:00 horas,935681141,SI,SI,
CRED MONTORNÉS,"CL AV MOGENT, 3",Montornes del Valles,Barcelona,41.5484905,2.26548198,,ABIERTO 24h.,935723420,SI,SI,
CRED LA MASIA,"CR N-2 P.K. 555,00 I",Odena,Barcelona,41.57868972,1.6400741,,"De Lunes a Viernes de 10:00 a 17:00 horas, Sabado de 10:00 a 14:00",938034899,SI,SI,
ESTACIO SERVEI MONTSERRAT SL,"CR C-55 P.K. 6,39 D",Olesa de Montserrat,Barcelona,41.55231261,1.88017577,,De Lunes a Domingo de 06:00 a 22:00 horas,937757601,,,SI
CRED PARETS,"CARRER DE LA VOLTA, SN",Parets del Valles,Barcelona,41.55916259,2.23171927,,"De Lunes a Viernes de 06:00 a 22:00 horas, Sabado de 6:00 a 14:00",935738242,SI,SI,
CRED LA ROCA,"CR C-1415 P.K. 17,40 I",La Roca del Valles,Barcelona,41.59660106,2.30916678,,ABIERTO 24h.,938422973,SI,SI,
CRED CREU ALTA,CL PRATS LLUSANES S.N.-ESQ.C.URGEL,Sabadell,Barcelona,41.5609186,2.10100038,,L a D de 6 a 22 h.,937247651,SI,SI,
CRED JOAQUIM BLUME,"CL JOAQUIN BLUME, 1",Sabadell,Barcelona,41.53218942,2.10464551,,ABIERTO 24h.,937122463,SI,SI,
GPV-SABADELL-126,"CR N-150 P.K. 14,20 D",Sabadell,Barcelona,41.55317774,2.06893763,,ABIERTO 24h.,937278065,SI,SI,
GPV-SANT CUGAT DEL VALLES-137,"CL CERDANYA Y LA RONDA NORTE, S.N.",Sant Cugat del Valles,Barcelona,41.47971361,2.06861481,,ABIERTO 24h.,935831323,SI,SI,
"E.S.CAN JARDI, S.A.","CR C-1413 P.K. 7,70 D",Sant Cugat del Valles,Barcelona,41.46666132,2.02581421,,De Lunes a Domingo de 06:00 a 22:00 horas,936743292,SI,,
CRED PINEDA,"CR L-4501 P.K. 3,50 I",Sant Fruitos de Bage,Barcelona,41.75815241,1.83999913,,De Lunes a Viernes de 06:00 a 22:00 horas. Sábados  y domingos de 09:00 a 16:00,938746754,SI,SI,
CRED SANT PERE DE R.,"CR B-211 P.K. 8,00 D",Sant Pere de Ribes,Barcelona,41.25595925,1.77888597,,De Lunes a Domingo de 06:00 a 22:00 horas,938962229,SI,SI,
GPV-SANT QUIRZE-117,"CL RONDA ARRAONA, S.N.",Sant Quirze Valles,Barcelona,41.53579731,2.08504809,,ABIERTO 24h.,937210728,SI,SI,
CRED SANT VICENÇ MONTALT,CR N-2 P.K. 653.60 D,Sant Vicenc de Montalt,Barcelona,41.56609931,2.51955463,,De Lunes a Domingo de 07:00 a 23:00 horas,937911357,SI,SI,
"E.S. LAS PALMERAS, S.L.","CR B-2002 P.K. 2,80 I",Sant Vicenç Dels Horts,Barcelona,41.3829358,2.01734194,,ABIERTO 24h.,936561406,SI,,
CRED PALAUTORDERA,CR. C-35 P.K. 51 I,Santa Maria de Palautordera,Barcelona,41.65781602,2.45063669,,De Lunes a Domingo de 06:00 a 22:00 horas,938489676,SI,SI,
CRED VALLES NORTE,"AU AP-7 P.K. 144,00 D",Santa Perpetua de Mo,Barcelona,41.52628726,2.16811909,,ABIERTO 24h.,935740559,SI,SI,
CRED VALLES SUR,"AU AP-7 P.K. 144,00 I",Santa Perpetua de Mo,Barcelona,41.52677648,2.16709492,,ABIERTO 24h.,935740613,SI,SI,
CRED CIM VALLÉS,"C.I.M. VALLES, PARCELA-13",Santa Perpetua de Moguda,Barcelona,41.53970014,2.18698748,,ABIERTO 24h.,935603616,SI,SI,SI
CRED CIM II,"CL LAS PALMAS, S.N.",Santa Perpetua de Moguda,Barcelona,41.53215698,2.19389891,,ABIERTO 24h.,935602449,SI,SI,
CRED EL MOLINO,"CR C-31 P.K. 164,38 D",Sitges,Barcelona,41.23847194,1.82745394,,ABIERTO 24h.,938947762,SI,SI,
CRED LA TALAIA,"CR C-32 P.K. 88,50 D",Teia,Barcelona,41.49148792,2.3338652,,ABIERTO 24h.,935558061,SI,SI,
ES COLON TERRASA SL,"CR N-150 P.K. 18,00 D",Terrassa,Barcelona,41.55843154,2.0244954,,ABIERTO 24h.,937315368,SI,SI,
CRED VILANOVA,"CR BV-5001 P.K. 19,90 I",Vilanova del Valles,Barcelona,41.55178077,2.28513012,,De Lunes a Domingo de 06:00 a 22:00 horas,938458026,SI,SI,
E.S. CRED VILASSAR DE DALT,CL PIO XII S.N.,Vilassar de Dalt,Barcelona,41.5113226,2.36137453,,De Lunes a Domingo de 06:00 a 22:00 horas,937533642,SI,SI,
CRED UGALDEBIETA M.D.,"AU A-8 P.K. 131,00 D",Abanto-autopista,Vizcaya,43.32852573,-3.06846528,,ABIERTO 24h.,946361501,SI,SI,SI
CRED UGALDEBIETA M.I.,"AU A-8 P.K. 131,00 I",Abanto-autopista,Vizcaya,43.32689787,-3.06795338,,ABIERTO 24h.,946360365,SI,SI,
SURTIDOR CADAGUA S.L,"CR BI-636 P.K. 4,00 I",Alonsotegi,Vizcaya,43.24728251,-2.97955803,,De Lunes a Domingo de 06:00 a 22:00 horas,944980157,SI,,
CRED AMOREBIETA DCHA,"AU A-8 P.K. 99,70 D",Amorebieta-autopista,Vizcaya,43.23145877,-2.75655429,,ABIERTO 24h.,946730716,SI,SI,
CRED AMOREBIETA IZQ,"AU A-8 P.K. 100,00 I",Amorebieta-autopista,Vizcaya,43.23016616,-2.75375303,,ABIERTO 24h.,946308739,SI,SI,
CRED AMOREBIETA,"CR N-634 P.K. 93,00 D",Amorebieta-c.Red,Vizcaya,43.2289276,-2.75325471,,De Lunes a Domingo de 06:00 a 22:00 horas,946731654,SI,SI,
CRED ARRIGORRIAGA MI,"AU A-68 P.K. 6,00 I",Arrigorriaga,Vizcaya,43.18981529,-2.89442529,,ABIERTO 24h.,946713120,SI,SI,
CRED ARRIGORRIAGA MD,"AU A-68 P.K. 6,00 D",Arrigorriaga,Vizcaya,43.1903472,-2.89738108,,ABIERTO 24h.,946710398,SI,SI,
E.S. CRED AXPE,"CL RIVERA DE AXPE, 19",Axpe - Erandio,Vizcaya,43.31325676,-2.98529015,,ABIERTO 24h.,944632102,SI,SI,
CRED IBARRETA,"CL DE LA RIBERA , 11",Barakaldo,Vizcaya,43.29308988,-3.00635675,,De Lunes a Domingo de 07:00 a 23:00 horas,944372908,SI,SI,
CRED BERANGO,Polígono Landaida Goikoa Sector 3 Parcelas P1 y P2,Berango,Vizcaya,43.37255519,-2.99657415,,De Lunes a Domingo de 07:00 a 22:30 horas,946181940,SI,SI,
CRED BERMEO,CR BI-631 P.K. 32.00 I,Bermeo,Vizcaya,43.41991423,-2.7362736,,De Lunes a Domingo de 06:00 a 22:00 horas,946186517,SI,SI,
CRED ARTXANDA,"CL AVENIDA ALTO DE ENEKURI, 5",Bilbao,Vizcaya,43.28661378,-2.95845076,,L a D de 7:00 a 23:00,944751872,SI,SI,
CRED VARIANTE ESTE NORTE,"CL VIADUCTO MIRAFLORES-LARREAGA, 1",Bilbao,Vizcaya,43.24851774,-2.92478333,,ABIERTO 24h.,944100856,SI,SI,
CRED VARIANTE ESTE SUR,"CL VIADUCTO MIRAFLORES-LARREAGA, 2",Bilbao,Vizcaya,43.24758435,-2.92391986,,De Lunes a Domingo de 07:00 a 23:00 horas,944441582,SI,SI,
CRED BUENAVISTA,"CR N-634 P.K. 115,00 D",Bilbao,Vizcaya,43.26504293,-2.96104959,,De Lunes a Viernes de 06:30 a 22:30 horas; De Sábado a Domingo de 07:30 a 22:30 horas,944416448,SI,SI,
CRED ARTEBAKARRA,"CR BI-631 P.K. 10,00 D",Derio,Vizcaya,43.31865163,-2.87661056,,De Lunes a Domingo de 06:00 a 22:00 horas,944540360,SI,SI,
CRED ENÉKURI,"CR BI-3704 P.K. 5,50 I",Erandio,Vizcaya,43.29117717,-2.96038233,,De Lunes a Domingo de 06:00 a 22:00 horas,944472493,SI,SI,
CRED LOUI,"CL BI-3704, 57",Erandio,Vizcaya,43.30808186,-2.94354768,,De Lunes a Domingo de 06:00 a 22:00 horas,945332361,SI,SI,
CRED ASUA,"CL ASUA-LOIU, 57",Erandio,Vizcaya,43.30758569,-2.94495088,,De Lunes a Viernes de 07:00 a 22:00 horas; De Sábado a Domingo de 08:00 a 22:00 horas,944710054,SI,SI,
E.S. AUTOSERV. BILBAO,"CR N-634 P.K. 106,40 A",Etxebarri,Vizcaya,43.25069281,-2.88898735,,ABIERTO 24h.,944492550,SI,SI,
CRED GUTURRIBAI,"CR N-634 p.k. 101,800 MI",Galdakao,Vizcaya,43.22728147,-2.83810014,,De Lunes a Viernes de 06:00 a 22:00 horas; De Sábado a Domingo de 08:00 a 22:00 horas,944564898,SI,SI,
"E.S. GERNILAN,S.A. GERNIKA Y LUNO","CL POL.IND. TXAPORTA, S.N.",Gernika y Luno,Vizcaya,43.30490868,-2.67832379,,De Lunes a Viernes de 06:00 a 22:30 horas; Sábado de 07:00 a 22:30 horas; Domingo de 07:00 a 22:00 horas,946256261,SI,SI,
CRED IURRETA,"CR N-634 P.K. 81,70 D",Iurreta,Vizcaya,43.17533552,-2.64148657,,De Lunes a Viernes de 05:00 a 23:00 horas; De Sábado a Domingo de 05:30 a 23:00 horas; Festivo de 05:30 a 23:00 horas,946812359,SI,SI,
"BIDE BARRI, S.L.","CL AVENIDA IPARRAGUIRRE, 108",Leioa-e.S.,Vizcaya,43.319397,-2.975742,,ABIERTO 24h.,944807190,SI,,
CRED MARKINA,"CR BI-633 P.K. 45,90 I",Markina,Vizcaya,43.25949343,-2.52368233,,De Lunes a Domingo de 05:00 a 23:00 horas,946168006,SI,SI,
CRED MUNDAKA,"CR BI-635 P.K. 48,50 I",Mundaka,Vizcaya,43.41242388,-2.70305805,,De Lunes a Domingo de 05:30 a 23:30 horas,946177125,SI,SI,
PAFER ZALLA SL,"CL POLIG.IND. BALPARDA EL ARBOL , 2",Santurce,Vizcaya,43.31964085,-3.0459628,,De Lunes a Domingo de 06:00 a 22:00 horas,944934197,SI,SI,
CRED GALINDO M.I.,"CR BI-3745 P.K. 9,20 I",Sestao (pg. Ind.),Vizcaya,43.29845894,-3.00313028,,ABIERTO 24h.,944377395,SI,SI,
LLOANA ESTACIONES DE SERVICIO SL,CR BI-3121 P.K. 24.2 D,Urduliz,Vizcaya,43.36587661,-2.92987212,,De Lunes a Sábado de 07:00 a 22:00 horas; Domingo de 08:00 a 22:00 horas,946766822,SI,,
CRED ARANDA DE DUERO,"CL AVENIDA CASTILLA, 64",Aranda de Duero,Burgos,41.66267808,-3.69185346,,ABIERTO 24h.,947501000,SI,SI,
E.S.RIO TIRON S.A.,"CR N-120 P.K. 68,00 I",Belorado,Burgos,42.41738231,-3.20656762,,De Lunes a Domingo de 07:00 a 23:00 horas,947580289,SI,,
MINGERIZ S.L.,"CR BU-4013 P.K. 1,00 D",Castrojeriz,Burgos,42.28669677,-4.14132357,,De Lunes a Sábado de 08:00 a 15:00 horas,947377038,SI,,
E.S. INICIATIVAS Y ESTACIONES DEL N,"CR N-120 P.K. 162,00 D",Melgar de Fernamenta,Burgos,42.40292248,-4.2382438,,De Lunes a Domingo de 07:00 a 22:00 horas,947372461,SI,,
E.S. GASOLMILLOS S.L,"CR N-120 P.K. 144,00 D",Olmillos de Sasamon,Burgos,42.39946342,-4.03805411,,De Lunes a Sábado de 07:00 a 22:00 horas; Domingo de 08:00 a 22:00 horas,947370047,SI,,
CRED QUINTANAPALLA I,"AU AP-1 P.K. 12,00 D",Quintanapalla,Burgos,42.40390906,-3.54928139,,ABIERTO 24h.,947430449,SI,SI,
CRED QUINTANAPALLA I,"AU AP-1 P.K. 12,00 I",Quintanapalla,Burgos,42.40492489,-3.54932987,,ABIERTO 24h.,947430466,SI,SI,
"E.S. ALMARAZ,S.L.","CR A-5 P.K. 200,00 D",Almaraz,Cáceres,39.791194,-5.696167,,ABIERTO 24h.,927545151,,,SI
CRED AVDA ALEMANIA,"CL AV.ALEMANIA ,S/N",Caceres,Cáceres,39.46207285,-6.38359564,,De Lunes a Domingo de 06:00 a 23:00 horas,927292363,SI,SI,
"E.S. ROLO,S.L.",CR C-512 P.K. 49 D,Caminomorisco,Cáceres,40.32575164,-6.29241932,,De Lunes a Viernes de 07:00 a 21:00 horas; Festivo de 08:00 a 21:00 horas,927435343,SI,,
"E.S. LA PISTA,S.L.","CR N-630 P.K. 509,30 D",Cañaveral,Cáceres,39.79458645,-6.3854627,,De Lunes a Domingo de 07:00 a 22:00 horas,927300280,SI,,
E.S. EL QUEJIGAL S.L.,"CR EX-A1 P.K. 16,00 D",Majadas,Cáceres,39.91986833,-5.75925595,,ABIERTO 24h.,927-57-71-82,,,SI
CRED VIA DE LA PLATA,"CR A-66 P.K. 494,00 D",Malpartida de Plasencia,Cáceres,39.8829821,-6.27614049,,ABIERTO 24h.,927453451,SI,SI,SI
"E.S. PARRA VIZCAINO, JESUS","CR A-5 P.K. 182,00 I",Navalmoral de la Mata,Cáceres,39.87363946,-5.54992194,,ABIERTO 24h.,927533320,,,SI
E.S. AREA DE SERVICIO LOS CERRILLOS,"CL AUTOVIA DE EXTREMADURA, 174",Peraleda de la Mata,Cáceres,39.88855121,-5.46739903,,ABIERTO 24h.,927530081,,,SI
"E.S. LA PISTA, S.L.","CR N-630 P.K. 489,90 D",Plasencia,Cáceres,39.91579188,-6.24678464,,De Lunes a Domingo de 07:00 a 14:00 horas,927453274,SI,,
U.S. LUIS MARIA PAULE PANIAGUA,"CR C-512 P.K. 23,60 D",Pozuelo de Zarzon,Cáceres,40.1461746,-6.4145412,,De Lunes a Domingo de 07:00 a 22:00 horas,927448033,SI,,
GAS. EL CRUCE S.L.,"CR A-5 P.K. 240,00 I",Trujillo,Cáceres,39.56479639,-5.83259292,,ABIERTO 24h.,927338242,SI,,
"E.S. MIRAT COMBUSTIBLES,S.L.","CR N-5 P.K. 253,00 I",Trujillo,Cáceres,39.46026108,-5.87074998,,De Lunes a Domingo de 06:00 a 22:00 horas,927659058,SI,,
E.S. TRAEXSA,"CR N-630 P.K. 564,50 D",Valdesalor,Cáceres,39.38329667,-6.34876709,,De Lunes a Domingo de 06:30 a 22:30 horas,927129720,SI,,
"E.S. EL AVION, S.L.","CR N-630 P.K. 454,30 D",Villar de Plasencia,Cáceres,40.14256185,-6.04340423,,De Lunes a Domingo de 08:00 a 20:00 horas,927489016,,,SI
JUAN PEREZ HENRY,CL BARCA DE LA FLORIDA S.N.,"Barca de la Florida,",Cádiz,36.64950324,-5.93461997,,De Lunes a Viernes de 07:00 a 21:30 horas; Festivo de 08:00 a 21:30 horas,956390296,,,SI
E.S. CRED LOS BARRIOS,"CR A-381 P.K. 80,00 I",Los Barrios,Cádiz,36.19979277,-5.51457117,,ABIERTO 24h.,956622967,SI,SI,
GPV-AVDA.LACAVE-123,"AV SEGUNDA AGUADA, 2",Cadiz,Cádiz,36.51277182,-6.27636844,,De Lunes a Domingo de 06:00 a 24:00 horas,956263908,SI,SI,
CRED CORTADURA,"CL AVENIDA JOSE LEON DE CARRANZA, 16",Cadiz,Cádiz,36.49801662,-6.2724188,,De Lunes a Domingo de 06:00 a 22:00 horas,956254241,SI,SI,
CRED PUNTALES,AV DE LA ILUSTRACION S/N (BARRIO DE PUNTALES),Cadiz,Cádiz,36.50813479,-6.26823136,,De Lunes a Domingo de 06:00 a 22:00 horas,956294435,SI,SI,
CRED PUERTA DE TIERRA,"CL AVENIDA ANDALUCIA, 2",Cadiz,Cádiz,36.52469504,-6.2876902,,De Lunes a Domingo de 07:00 a 23:00 horas,956275945,SI,SI,
CRED EL PINAR DE LOS FRANCESES,"AVDA DEL MUEBLE, 1",Chiclana de la Frontera,Cádiz,36.44201568,-6.14341305,,De Lunes a Domingo de 06:00 a 22:00 horas,956530840,SI,SI,
E.S. LOS MOLINOS,"CR L-213 P.K. 1,00 I",Conil de la Frontera,Cádiz,36.28147302,-6.08404928,,De Lunes a Domingo de 07:00 a 23:00 horas,956440430,SI,,
CRED CONIL,"CL ROSA DE LOS VIENTOS, 40",Conil de la Frontera,Cádiz,36.2811927,-6.08978361,,De Lunes a Domingo de 06:00 a 22:00 horas,956442525,SI,SI,
E.S. SAN ELOY,"CR P-0435 P.K. 0,50 I",Guadalcacin,Cádiz,36.70993491,-6.08922551,,De Lunes a Domingo de 06:30 a 23:00 horas,956186051,SI,SI,
CRED JEREZ ALTO,"CR N-4 P.K. 635,00 I",Jerez de la Frontera,Cádiz,36.70668661,-6.12501869,,ABIERTO 24h.,956307493,SI,SI,
CRED MOJO GALLARDO,"CR A-381 P.K. 20,00 D",Jerez de la Frontera,Cádiz,36.56963698,-6.02386025,,ABIERTO 24h.,956237200,SI,SI,
CRED MERCAJEREZ,AV ALCALDE CANTOS ROPERO 9A,Jerez de la Frontera,Cádiz,36.65965293,-6.1301356,,De Lunes a Domingo de 06:00 a 22:00 horas,956143123,SI,SI,
CRED JEREZ ALTO II,"CR N-4 P.K. 635,00 D",Jerez de la Frontera,Cádiz,36.70706077,-6.12504551,,De Lunes a Domingo de 06:00 a 22:00 horas,956301931,SI,SI,
CRED JEREZ DE LA FRONTERA,"CL PASEO DE LAS DELICIAS, 1",Jerez de la Frontera,Cádiz,36.68112925,-6.1252464,,De Lunes a Domingo de 07:00 a 23:00 horas,956168313,SI,SI,
E.S. Mª DE LOS ÁNGELES NÚÑEZ MELÉN,"CR C-440 P.K. 32,00 I",Medina Sidonia,Cádiz,36.479472,-5.915833,,De Lunes a Domingo de 07:00 a 24:00 horas,956412060,SI,,
CRED PTO STA.MARIA -M.I.,"CR CA-603 P.K. 1,00 I",El Puerto de Santa Maria,Cádiz,36.59898066,-6.2401518,,ABIERTO 24h.,956851016,SI,SI,
"E.S. ADISJUBER,S.L.","CR N-340 P.K. 118,00 I",San Roque,Cádiz,36.20739403,-5.40978593,,ABIERTO 24h.,956786265,SI,,
CRED MANZANILLA,"CA-603, PK 0,5 MD",Sanlucar de Barramed,Cádiz,36.76481993,-6.34272083,,De Lunes a Domingo de 06:00 a 22:00 horas,956368976,SI,SI,
E.S. G DE RECURSOS ENERGETICOS GUIL,"CR C-3331 P.K. 20,00 D",Ubrique,Cádiz,36.68301779,-5.45191804,,De Lunes a Domingo de 06:30 a 22:30 horas,956461717,SI,SI,
"E.S. BESAYA, S.L.- ARENAS DE IGUÑA",CR N-611 P.K. 163.20 I,Arenas de Iguña,Cantabria,43.18198869,-4.05246318,,De Lunes a Domingo de 06:00 a 22:00 horas,942826624,,,si
CRED PUCHAR,"CR N-634 P.K. 173,30 I",Colindres,Cantabria,43.39409543,-3.45962196,,De Lunes a Viernes de 06:00 a 22:00 horas,942650072,SI,SI,
CRED LAREDO,"CR N-634 P.K. 171,00 D",Laredo,Cantabria,43.3998249,-3.43925167,,De Lunes a Domingo de 07:00 a 23:00 horas,942605621,SI,SI,
CRED SAN MAMES DE MERUELO,CR CA-147 P.K. 4.70 I,San Mames de Meruelo,Cantabria,43.44960783,-3.55924605,,De Lunes a Domingo de 06:30 a 22:30 horas,942637312,SI,SI,
CRED OJAIZ,"C\ CAMARREAL 150 C (ANTIGUA N-611, PALENCIA-SANTANDER)",Santander,Cantabria,43.44277072,-3.87770784,,De Lunes a Domingo de 06:00 a 22:00 horas,942337209,SI,SI,
CRED LA ALBERICIA,CR CA-230 P.K. 0.10 I (ALBERICIA-SARDI,Santander,Cantabria,43.46338376,-3.83817637,,De Lunes a Domingo de 07:00 a 23:00 horas,942343404,SI,SI,
E.S.RAOS S.L.,"PG. POLIGONO DE RAOS, PARC-G ,S.N.",Santander,Cantabria,43.43433221,-3.83650201,,De Lunes a Viernes de 06:00 a 24:00 horas; De Sábado a Domingo de 07:00 a 23:00 horas,942369335,SI,SI,
CRED LOS OCHOS,"CR N-634 P.K. 232,50 D",Sierrapando,Cantabria,43.34099936,-4.02942407,,De Lunes a Domingo de 06:00 a 24:00 horas,942883025,SI,SI,
CRED VALDALIGA M.DCHO,"CR A-8 P.K. 256,00 D",Valdáliga-e.S.,Cantabria,43.33495766,-4.3296733,,ABIERTO 24h.,942708100,SI,SI,
CRED VALDALIGA M.IZQ,"CR A-8 P.K. 256,00 I",Valdáliga-e.S.,Cantabria,43.33399329,-4.33198065,,ABIERTO 24h.,942708090,SI,SI,
E.S. BASTIMENTS ALCOCEBRE SL,"CR N-340 P.K. 1021,70 I",Alcala de Chivert,Castellón,40.29620781,0.22635599,,ABIERTO 24h.,964411126,,,SI
CRED ALMENARA,"A-7 PK. 292,7 (MD)",Almenara,Castellón,39.74261098,-0.23688535,,ABIERTO 24h.,962612867,SI,SI,
E.S. CARBURANTES BENICASSIM,"CR N-340 P.K. 986,80 I",Benicasim,Castellón,40.04942688,0.05304608,,De Lunes a Sábado de 08:00 a 15:00 horas,964300973,SI,,
GPV-CASTELLON - 134,"CL AVENIDA VALENCIA, 96",Castellon de la Plana,Castellón,39.97607277,-0.04853763,,ABIERTO 24h.,964218991,SI,SI,
CRED LA RATLLA,"CR N-340 P.K. 981,82 D",Castellon de la Plana,Castellón,40.03108523,0.01296928,,De Lunes a Domingo de 06:00 a 20:00 horas,964398555,SI,SI,
ES COMBUSTIBLES Y SERVICIOS VINROMA,"CR C-238 P.K. 45,70 D",Cuevas de Vinroma,Castellón,40.30712747,0.11428254,,De Lunes a Viernes de 07:00 a 21:00 horas; De Sábado a Domingo de 09:00 a 12:00 horas,964195289,SI,,
E.S. DONABRI S.L.,A7 SALIDA 289 ENLACE CV3211,La Llosa,Castellón,39.77387987,-0.2261932,,ABIERTO 24h.,962612444,,,SI
ES GRUPO MAICAS PEIRO SLU,"CR N-234 P.K. 19,60 D",Sot de Ferrer,Castellón,39.78265183,-0.39400948,,ABIERTO 24h.,964135135,SI,SI,
"E.S. LA TORRE, S.L.","CR N-340 P.K. 1011,60 I",Torreblanca,Castellón,40.22224486,0.20134067,,ABIERTO 24h.,670352982,SI,,SI
U.S. 6731 LA TORRE II,"CR N-340 P.K. 1011,60 D",Torreblanca,Castellón,40.22184548,0.2012045,,De Lunes a Domingo de 06:00 a 22:00 horas,670352982,SI,,
CRED PLANA BAIXA,AVDA. DE FRANCIA 62-66,Villarreal,Castellón,39.93736436,-0.09291847,,De Lunes a Domingo de 06:00 a 20:00 horas,964532498,SI,SI,
"E.S. J.M. MARTIN MORENO E HIJOS ,CB","CL RONDA SANTO DOMINGO, 3",Almagro,Ciudad Real,38.89058247,-3.71555349,,De Lunes a Sábado de 06:30 a 22:00 horas; Festivo de 08:30 a 21:00 horas,653611610,SI,,
SURTIMOVIL ALMURADIE,"CR N-4 P.K. 232,50 A",Almuradiel,Ciudad Real,38.50846995,-3.49782381,,ABIERTO 24h.,926339022,,,SI
CRED EL ENCUENTRO,"CL RONDA DE ALARCOS, 25",Ciudad Real,Ciudad Real,38.98474737,-3.93449122,,De Lunes a Domingo de 06:00 a 23:00 horas,926210034,SI,SI,
"GRANDE PETROLEOS,S.L","POL. IND. LARACHE, PARC. 93",Ciudad Real,Ciudad Real,38.97722431,-3.93606431,,ABIERTO 24h.,926211918,SI,,
CRED CONSOLACION,AUTOVIA A-4 187 M.I.,Consolacion,Ciudad Real,38.88371245,-3.39176073,,De Lunes a Domingo de 07:00 a 23:00 horas,,SI,SI,SI
"ES ANGEL MANUEL EXPOSITO, SOCIEDAD","CL TIBURCIO, 98",Daimiel,Ciudad Real,39.06221569,-3.61809294,,De Lunes a Viernes de 07:30 a 16:30 horas; De Sábado a Domingo de 09:00 a 15:00 horas,926852613,SI,,
"CARB.NTRA.SRA.PEÑARROYA,S.L.","CR CR-141 P.K. 3,71 D",Manzanares,Ciudad Real,38.98700607,-3.38030303,,ABIERTO 24h.,926636724,SI,,SI
CRED PUERTOLLANO,"CR N-420 P.K. 163,00 D",Puertollano,Ciudad Real,38.70484397,-4.10016124,,ABIERTO 24h.,926440117,SI,SI,
E.S. NUESTRA SEÑORA DEL PRADO,"CR CR-722 P.K. 11,70 D",El Robledo,Ciudad Real,39.2180639,-4.2840049,,De Lunes a Domingo de 07:00 a 21:00 horas,926785222,SI,,
"ES COMBUSTIBLES RUIDERA, S.L.","CR N-430 P.K. 415,00 I",Ruidera,Ciudad Real,38.97823927,-2.88299763,,De Lunes a Domingo de 09:00 a 21:00 horas,926525146,SI,,
E.S. MARIA DEL PRADO VILLA GUTIERRE,"CL ARENAL, S.N.",Saceruela,Ciudad Real,38.94628617,-4.60847985,,De Lunes a Domingo de 09:00 a 15:00 horas,926779085,,,SI
CRED SANTA CRUZ DE MUDELA,"CR N-4 P.K. 216,90 I",Santa Cruz de Mudela,Ciudad Real,38.6360851,-3.47141499,,ABIERTO 24h.,926342206,SI,SI,SI
E.S. COVALCYSA DSC,"CR CM-412 P.K. 84,80 D",Valdepeñas,Ciudad Real,38.76623928,-3.39816836,,De Lunes a Domingo de 06:00 a 23:00 horas,926325057,SI,SI,
"DOMIPETROL,S.L.","CR N-331 P.K. 51,30 I",Aguilar de la Frontera,Córdoba,37.52563052,-4.6540599,,De Lunes a Domingo de 06:00 a 22:00 horas,957660158,SI,,
E.S. MONCAVIMA S.L.,"AVDA CARLOS III , Nº 139",La Carlota,Córdoba,37.66466512,-4.94277275,,ABIERTO 24h.,957301764,SI,SI,SI
GPV-CORDOBA-143,"CTRA CAMINO DE TURRUÑUELOS, PARCELA 4.2 (PP-0-5)",Cordoba,Córdoba,37.89307105,-4.80962681,,ABIERTO 24h.,957226563,SI,SI,
ES INVERAMA OIL S.L.,"CR C-431 P.K. 5,50 D",Cordoba,Córdoba,37.87668499,-4.84662601,,De Lunes a Domingo de 06:00 a 22:00 horas,957329060,SI,,
ES INVERAMA OIL SL,"CL AVENIDA CADIZ, 74",Cordoba,Córdoba,37.8657787,-4.78242794,,De Lunes a Domingo de 06:00 a 22:00 horas,957294138,SI,,
E.S. DELICIAS,"CR A-431 P.K. 2,00 D",Cordoba,Córdoba,37.88327796,-4.80542981,,ABIERTO 24h.,957465202,SI,,
ES GAS CORDOBA SL,"CR N-432, P.K. 265,00 I",Cordoba,Córdoba,37.92103108,-4.7615204,,De Lunes a Domingo de 06:00 a 22:00 horas,957324106,SI,SI,
CRED SAN ALVARO,"AV. REPUBLICA ARGENTINA, S/N",Cordoba,Córdoba,37.8860022,-4.78613748,,ABIERTO 24h.,957231352,SI,SI,
CRED LOS ALAMOS,"CR N-4 P.K. 412,00 D",Cordoba,Córdoba,37.79756053,-4.81089959,,ABIERTO 24h.,957295933,SI,SI,SI
CRED LAS PALMERAS,"CR N-4 P.K. 392,9 I",Cordoba,Córdoba,37.8926807,-4.68310914,,ABIERTO 24h.,957322264,SI,SI,SI
