Fecha,Cod_Provincia,Provincia,TOTAL_CAMAS,OCUPADAS_COVID19,OCUPADAS_NO_COVID19,% Pacientes COVID-19,% Pacientes no COVID-19,media_7d_ocupadas_covid,POR_OCUPADAS_TOTAL,media_7d_ocupadas_total
2021-02-02,18,Granada,257,120,37,46.69,14.4,45.0,23.77,23.0
2021-02-02,19,Guadalajara,48,35,2,72.92,4.17,71.0,160.6,170.0
2021-02-02,2,Albacete,100,52,21,52.0,21.0,53.0,73.0,75.0
2021-02-02,20,Gipuzkoa,119,41,39,34.45,32.77,35.0,56.49,53.0
2021-02-02,21,Huelva,82,32,10,39.02,12.2,37.0,62.46,65.0
2021-02-02,22,Huesca,29,5,6,17.24,20.69,23.0,130.79,155.0
2021-02-02,23,Jaén,155,44,23,28.39,14.84,29.0,27.89,30.0
2021-02-02,24,León,111,68,18,61.26,16.22,60.0,69.8,77.0
2021-02-02,25,Lleida,88,57,8,64.77,9.09,67.0,83.93,90.0
2021-02-02,26,"Rioja, La",87,61,5,70.11,5.75,66.0,87.2,88.0
2021-02-02,27,Lugo,96,20,14,20.83,14.58,20.0,36.89,40.0
2021-02-02,28,Madrid,1416,733,390,51.77,27.54,52.0,5.6,6.0
2021-02-02,29,Málaga,404,121,58,29.95,14.36,29.0,10.97,11.0
2021-02-02,3,Alicante/Alacant,472,314,56,66.53,11.86,69.0,16.61,17.0
2021-02-02,30,Murcia,490,170,93,34.69,18.98,35.0,10.95,11.0
2021-02-02,31,Navarra,134,32,47,23.88,35.07,25.0,43.99,44.0
2021-02-02,32,Ourense,84,15,23,17.86,27.38,17.0,53.86,52.0
2021-02-02,33,Asturias,333,109,46,32.73,13.81,29.0,13.98,13.0
2021-02-02,34,Palencia,40,27,3,67.5,7.5,61.0,187.5,182.0
2021-02-02,35,"Palmas, Las",271,62,92,22.88,33.95,22.0,20.97,20.0
2021-02-02,36,Pontevedra,235,57,50,24.26,21.28,23.0,19.38,19.0
2021-02-02,37,Salamanca,85,44,24,51.76,28.24,49.0,94.12,88.0
2021-02-02,38,Santa Cruz de Tenerife,196,25,69,12.76,35.2,11.0,24.47,25.0
2021-02-02,39,Cantabria,130,34,31,26.15,23.85,28.0,38.46,44.0
2021-02-02,4,Almería,225,94,25,41.78,11.11,47.0,23.51,29.0
2021-02-02,40,Segovia,31,15,8,48.39,25.81,49.0,239.35,218.0
2021-02-02,41,Sevilla,375,119,121,31.73,32.27,31.0,17.07,17.0
2021-02-02,42,Soria,18,12,3,66.67,16.67,68.0,463.0,463.0
2021-02-02,43,Tarragona,158,81,52,51.27,32.91,54.0,53.28,54.0
2021-02-02,44,Teruel,8,6,0,75.0,0.0,84.0,937.5,1094.0
2021-02-02,45,Toledo,163,106,18,65.03,11.04,66.0,46.67,49.0
2021-02-02,46,Valencia/València,637,382,146,59.97,22.92,60.0,13.01,13.0
2021-02-02,47,Valladolid,176,104,39,59.09,22.16,58.0,46.16,47.0
2021-02-02,48,Bizkaia,244,82,86,33.61,35.25,30.0,28.22,27.0
2021-02-02,49,Zamora,19,13,2,68.42,10.53,61.0,415.53,398.0
2021-02-02,5,Ávila,18,6,4,33.33,22.22,37.0,308.61,282.0
2021-02-02,50,Zaragoza,199,79,65,39.7,32.66,38.0,36.36,37.0
2021-02-02,51,Ceuta,17,5,4,29.41,23.53,25.0,311.41,252.0
2021-02-02,52,Melilla,17,12,2,70.59,11.76,63.0,484.41,415.0
2021-02-02,6,Badajoz,147,65,26,44.22,17.69,48.0,42.12,41.0
2021-02-02,7,"Balears, Illes",307,145,84,47.23,27.36,46.0,24.3,23.0
2021-02-02,8,Barcelona,1260,612,419,48.57,33.25,49.0,6.49,6.0
2021-02-02,9,Burgos,103,33,23,32.04,22.33,32.0,52.79,51.0
2021-02-03,1,Araba/Álava,83,26,12,31.33,14.46,30.0,55.17,62.0
2021-02-03,10,Cáceres,69,30,16,43.48,23.19,45.0,96.62,97.0
2021-02-03,11,Cádiz,243,113,31,46.5,12.76,46.0,24.39,25.0
2021-02-03,12,Castellón/Castelló,117,62,14,52.99,11.97,53.0,55.52,59.0
2021-02-03,13,Ciudad Real,142,75,16,52.82,11.27,53.0,45.13,45.0
2021-02-03,14,Córdoba,175,74,24,42.29,13.71,42.0,32.0,33.0
2021-02-03,15,"Coruña, A",369,154,56,41.73,15.18,41.0,15.42,15.0
2021-02-03,16,Cuenca,41,10,3,24.39,7.32,19.0,77.34,65.0
2021-02-03,17,Girona,80,50,18,62.5,22.5,60.0,106.25,102.0
2021-02-03,18,Granada,257,118,36,45.91,14.01,46.0,23.32,23.0
2021-02-03,19,Guadalajara,48,35,3,72.92,6.25,72.0,164.94,170.0
2021-02-03,2,Albacete,100,50,21,50.0,21.0,53.0,71.0,75.0
2021-02-03,20,Gipuzkoa,119,42,36,35.29,30.25,36.0,55.08,53.0
2021-02-03,21,Huelva,82,28,12,34.15,14.63,38.0,59.49,65.0
2021-02-03,22,Huesca,29,6,2,20.69,6.9,22.0,95.14,139.0
2021-02-03,23,Jaén,155,44,23,28.39,14.84,29.0,27.89,29.0
2021-02-03,24,León,111,67,12,60.36,10.81,61.0,64.12,74.0
2021-02-03,25,Lleida,84,52,16,61.9,19.05,67.0,96.37,90.0
2021-02-03,26,"Rioja, La",87,64,5,73.56,5.75,68.0,91.16,90.0
2021-02-03,27,Lugo,96,28,15,29.17,15.62,22.0,46.66,40.0
2021-02-03,28,Madrid,1417,748,396,52.79,27.95,52.0,5.7,6.0
2021-02-03,29,Málaga,404,123,63,30.45,15.59,29.0,11.4,11.0
2021-02-03,3,Alicante/Alacant,470,307,65,65.32,13.83,68.0,16.84,17.0
2021-02-03,30,Murcia,490,176,95,35.92,19.39,35.0,11.29,11.0
2021-02-03,31,Navarra,134,31,51,23.13,38.06,24.0,45.66,44.0
2021-02-03,32,Ourense,84,15,26,17.86,30.95,17.0,58.11,52.0
2021-02-03,33,Asturias,333,117,41,35.14,12.31,31.0,14.25,13.0
2021-02-03,34,Palencia,40,26,3,65.0,7.5,62.0,181.25,181.0
2021-02-03,35,"Palmas, Las",271,68,81,25.09,29.89,22.0,20.29,20.0
2021-02-03,36,Pontevedra,235,58,49,24.68,20.85,24.0,19.37,19.0
2021-02-03,37,Salamanca,85,43,25,50.59,29.41,49.0,94.12,90.0
2021-02-03,38,Santa Cruz de Tenerife,196,21,82,10.71,41.84,11.0,26.81,25.0
2021-02-03,39,Cantabria,130,33,36,25.38,27.69,27.0,40.82,42.0
2021-02-03,4,Almería,225,93,19,41.33,8.44,46.0,22.12,28.0
2021-02-03,40,Segovia,31,17,8,54.84,25.81,51.0,260.16,228.0
2021-02-03,41,Sevilla,375,119,117,31.73,31.2,31.0,16.78,17.0
2021-02-03,42,Soria,20,15,4,75.0,20.0,69.0,475.0,469.0
2021-02-03,43,Tarragona,157,79,50,50.32,31.85,53.0,52.34,54.0
2021-02-03,44,Teruel,8,5,0,62.5,0.0,80.0,781.25,1027.0
2021-02-03,45,Toledo,165,105,19,63.64,11.52,66.0,45.55,48.0
2021-02-03,46,Valencia/València,637,377,152,59.18,23.86,60.0,13.04,13.0
2021-02-03,47,Valladolid,176,104,42,59.09,23.86,58.0,47.13,48.0
2021-02-03,48,Bizkaia,250,80,87,32.0,34.8,31.0,26.72,28.0
2021-02-03,49,Zamora,19,13,2,68.42,10.53,64.0,415.53,408.0
2021-02-03,5,Ávila,18,7,3,38.89,16.67,38.0,308.67,291.0
2021-02-03,50,Zaragoza,199,77,68,38.69,34.17,38.0,36.61,37.0
2021-02-03,51,Ceuta,17,5,3,29.41,17.65,25.0,276.82,247.0
2021-02-03,52,Melilla,17,12,2,70.59,11.76,66.0,484.41,430.0
2021-02-03,6,Badajoz,146,63,28,43.15,19.18,47.0,42.69,41.0
2021-02-03,7,"Balears, Illes",305,144,87,47.21,28.52,46.0,24.83,23.0
2021-02-03,8,Barcelona,1246,598,427,47.99,34.27,49.0,6.6,6.0
2021-02-03,9,Burgos,103,36,32,34.95,31.07,33.0,64.1,53.0
2021-02-04,1,Araba/Álava,83,28,12,33.73,14.46,31.0,58.06,61.0
2021-02-04,10,Cáceres,69,28,17,40.58,24.64,44.0,94.52,95.0
2021-02-04,11,Cádiz,244,118,26,48.36,10.66,46.0,24.19,25.0
2021-02-04,12,Castellón/Castelló,117,60,15,51.28,12.82,53.0,54.79,58.0
2021-02-04,13,Ciudad Real,140,75,18,53.57,12.86,53.0,47.45,45.0
2021-02-04,14,Córdoba,180,72,23,40.0,12.78,42.0,29.32,32.0
2021-02-04,15,"Coruña, A",369,151,58,40.92,15.72,41.0,15.35,16.0
2021-02-04,16,Cuenca,41,11,4,26.83,9.76,21.0,89.24,69.0
2021-02-04,17,Girona,81,51,17,62.96,20.99,60.0,103.64,103.0
2021-02-04,18,Granada,257,120,33,46.69,12.84,46.0,23.16,24.0
2021-02-04,19,Guadalajara,48,35,2,72.92,4.17,74.0,160.6,170.0
2021-02-04,2,Albacete,100,49,22,49.0,22.0,52.0,71.0,74.0
2021-02-04,20,Gipuzkoa,119,45,38,37.82,31.93,36.0,58.61,53.0
2021-02-04,21,Huelva,82,29,15,35.37,18.29,38.0,65.44,66.0
2021-02-04,22,Huesca,29,6,2,20.69,6.9,22.0,95.14,129.0
2021-02-04,23,Jaén,155,44,24,28.39,15.48,29.0,28.3,30.0
2021-02-04,24,León,112,65,14,58.04,12.5,60.0,62.98,72.0
2021-02-04,25,Lleida,103,53,14,51.46,13.59,64.0,63.16,86.0
2021-02-04,26,"Rioja, La",87,59,7,67.82,8.05,69.0,87.21,91.0
2021-02-04,27,Lugo,96,28,14,29.17,14.58,23.0,45.57,40.0
2021-02-04,28,Madrid,1424,746,397,52.39,27.88,52.0,5.64,6.0
2021-02-04,29,Málaga,402,119,64,29.6,15.92,29.0,11.32,11.0
2021-02-04,3,Alicante/Alacant,496,319,73,64.31,14.72,67.0,15.93,17.0
2021-02-04,30,Murcia,490,165,97,33.67,19.8,35.0,10.91,11.0
2021-02-04,31,Navarra,134,31,53,23.13,39.55,24.0,46.78,44.0
2021-02-04,32,Ourense,84,17,25,20.24,29.76,17.0,59.52,54.0
2021-02-04,33,Asturias,333,125,38,37.54,11.41,32.0,14.7,13.0
2021-02-04,34,Palencia,40,25,2,62.5,5.0,63.0,168.75,180.0
2021-02-04,35,"Palmas, Las",271,67,80,24.72,29.52,23.0,20.01,20.0
2021-02-04,36,Pontevedra,235,57,50,24.26,21.28,24.0,19.38,19.0
2021-02-04,37,Salamanca,85,42,28,49.41,32.94,50.0,96.88,91.0
2021-02-04,38,Santa Cruz de Tenerife,196,18,72,9.18,36.73,11.0,23.42,25.0
2021-02-04,39,Cantabria,130,31,37,23.85,28.46,26.0,40.24,41.0
2021-02-04,4,Almería,225,92,20,40.89,8.89,45.0,22.12,27.0
2021-02-04,40,Segovia,31,17,8,54.84,25.81,52.0,260.16,238.0
2021-02-04,41,Sevilla,375,122,114,32.53,30.4,32.0,16.78,17.0
2021-02-04,42,Soria,22,17,2,77.27,9.09,72.0,392.55,468.0
2021-02-04,43,Tarragona,157,75,53,47.77,33.76,53.0,51.93,54.0
2021-02-04,44,Teruel,8,5,0,62.5,0.0,79.0,781.25,982.0
2021-02-04,45,Toledo,165,101,24,61.21,14.55,65.0,45.92,48.0
2021-02-04,46,Valencia/València,642,361,141,56.23,21.96,60.0,12.18,13.0
2021-02-04,47,Valladolid,174,103,36,59.2,20.69,59.0,45.91,47.0
2021-02-04,48,Bizkaia,247,81,88,32.79,35.63,32.0,27.7,27.0
2021-02-04,49,Zamora,19,13,1,68.42,5.26,65.0,387.79,408.0
2021-02-04,5,Ávila,18,7,3,38.89,16.67,39.0,308.67,304.0
2021-02-04,50,Zaragoza,199,75,72,37.69,36.18,39.0,37.12,37.0
2021-02-04,51,Ceuta,17,6,3,35.29,17.65,27.0,311.41,262.0
2021-02-04,52,Melilla,17,9,3,52.94,17.65,64.0,415.24,430.0
2021-02-04,6,Badajoz,146,59,28,40.41,19.18,45.0,40.82,40.0
2021-02-04,7,"Balears, Illes",305,137,82,44.92,26.89,46.0,23.54,23.0
2021-02-04,8,Barcelona,1249,589,423,47.16,33.87,49.0,6.49,6.0
2021-02-04,9,Burgos,103,37,30,35.92,29.13,34.0,63.16,55.0
2021-02-05,1,Araba/Álava,83,28,11,33.73,13.25,31.0,56.6,60.0
2021-02-05,10,Cáceres,69,27,15,39.13,21.74,43.0,88.22,94.0
2021-02-05,11,Cádiz,246,123,21,50.0,8.54,47.0,23.8,24.0
2021-02-05,12,Castellón/Castelló,117,64,14,54.7,11.97,53.0,56.98,58.0
2021-02-05,13,Ciudad Real,146,71,18,48.63,12.33,52.0,41.75,45.0
2021-02-05,14,Córdoba,180,74,23,41.11,12.78,42.0,29.94,32.0
2021-02-05,15,"Coruña, A",369,146,63,39.57,17.07,42.0,15.35,16.0
2021-02-05,16,Cuenca,41,10,6,24.39,14.63,22.0,95.17,76.0
2021-02-05,17,Girona,81,49,18,60.49,22.22,60.0,102.11,103.0
2021-02-05,18,Granada,257,118,35,45.91,13.62,46.0,23.16,23.0
2021-02-05,19,Guadalajara,48,36,2,75.0,4.17,74.0,164.94,167.0
2021-02-05,2,Albacete,100,50,24,50.0,24.0,52.0,74.0,74.0
2021-02-05,20,Gipuzkoa,119,45,31,37.82,26.05,36.0,53.67,53.0
2021-02-05,21,Huelva,82,31,12,37.8,14.63,38.0,63.94,66.0
2021-02-05,22,Huesca,29,6,3,20.69,10.34,21.0,107.0,124.0
2021-02-05,23,Jaén,155,48,23,30.97,14.84,29.0,29.55,30.0
2021-02-05,24,León,112,63,16,56.25,14.29,59.0,62.98,69.0
2021-02-05,25,Lleida,99,44,10,44.44,10.1,61.0,55.09,80.0
2021-02-05,26,"Rioja, La",87,56,11,64.37,12.64,69.0,88.52,90.0
2021-02-05,27,Lugo,96,28,14,29.17,14.58,24.0,45.57,42.0
2021-02-05,28,Madrid,1426,744,393,52.17,27.56,52.0,5.59,6.0
2021-02-05,29,Málaga,402,128,58,31.84,14.43,30.0,11.51,11.0
2021-02-05,3,Alicante/Alacant,496,325,75,65.52,15.12,67.0,16.26,16.0
2021-02-05,30,Murcia,490,166,101,33.88,20.61,35.0,11.12,11.0
2021-02-05,31,Navarra,134,33,46,24.63,34.33,24.0,44.0,44.0
2021-02-05,32,Ourense,84,18,21,21.43,25.0,18.0,55.27,55.0
2021-02-05,33,Asturias,333,116,40,34.83,12.01,33.0,14.07,14.0
2021-02-05,34,Palencia,40,26,1,65.0,2.5,64.0,168.75,179.0
2021-02-05,35,"Palmas, Las",271,64,76,23.62,28.04,23.0,19.06,20.0
2021-02-05,36,Pontevedra,235,55,51,23.4,21.7,24.0,19.19,19.0
2021-02-05,37,Salamanca,85,42,28,49.41,32.94,50.0,96.88,93.0
2021-02-05,38,Santa Cruz de Tenerife,196,16,77,8.16,39.29,11.0,24.21,25.0
2021-02-05,39,Cantabria,130,31,35,23.85,26.92,26.0,39.05,41.0
2021-02-05,4,Almería,225,93,21,41.33,9.33,44.0,22.52,25.0
2021-02-05,40,Segovia,29,17,6,58.62,20.69,53.0,273.48,246.0
2021-02-05,41,Sevilla,371,119,103,32.08,27.76,32.0,16.13,17.0
2021-02-05,42,Soria,25,17,2,68.0,8.0,71.0,304.0,441.0
2021-02-05,43,Tarragona,153,72,53,47.06,34.64,52.0,53.4,54.0
2021-02-05,44,Teruel,8,5,1,62.5,12.5,75.0,937.5,960.0
2021-02-05,45,Toledo,165,98,21,59.39,12.73,64.0,43.71,47.0
2021-02-05,46,Valencia/València,644,351,140,54.5,21.74,59.0,11.84,13.0
2021-02-05,47,Valladolid,174,100,39,57.47,22.41,59.0,45.91,47.0
2021-02-05,48,Bizkaia,248,82,86,33.06,34.68,32.0,27.31,27.0
2021-02-05,49,Zamora,19,12,1,63.16,5.26,66.0,360.11,404.0
2021-02-05,5,Ávila,18,7,2,38.89,11.11,38.0,277.78,300.0
2021-02-05,50,Zaragoza,199,76,69,38.19,34.67,39.0,36.61,37.0
2021-02-05,51,Ceuta,17,5,4,29.41,23.53,28.0,311.41,272.0
2021-02-05,52,Melilla,17,10,2,58.82,11.76,64.0,415.18,435.0
2021-02-05,6,Badajoz,146,55,29,37.67,19.86,44.0,39.4,40.0
2021-02-05,7,"Balears, Illes",305,130,86,42.62,28.2,46.0,23.22,23.0
2021-02-05,8,Barcelona,1247,594,397,47.63,31.84,48.0,6.37,6.0
2021-02-05,9,Burgos,103,38,30,36.89,29.13,34.0,64.1,57.0
2021-02-06,1,Araba/Álava,83,28,11,33.73,13.25,32.0,56.6,59.0
2021-02-06,10,Cáceres,69,26,15,37.68,21.74,42.0,86.12,92.0
2021-02-06,11,Cádiz,242,119,23,49.17,9.5,47.0,24.24,24.0
2021-02-06,12,Castellón/Castelló,117,64,14,54.7,11.97,54.0,56.98,58.0
2021-02-06,13,Ciudad Real,146,71,16,48.63,10.96,51.0,40.82,44.0
2021-02-06,14,Córdoba,180,74,25,41.11,13.89,41.0,30.56,32.0
2021-02-06,15,"Coruña, A",369,146,63,39.57,17.07,42.0,15.35,16.0
2021-02-06,16,Cuenca,41,10,6,24.39,14.63,23.0,95.17,82.0
2021-02-06,17,Girona,83,47,19,56.63,22.89,60.0,95.81,102.0
2021-02-06,18,Granada,257,118,35,45.91,13.62,46.0,23.16,23.0
2021-02-06,19,Guadalajara,48,37,3,77.08,6.25,74.0,173.6,166.0
2021-02-06,2,Albacete,100,49,20,49.0,20.0,51.0,69.0,73.0
2021-02-06,20,Gipuzkoa,119,45,28,37.82,23.53,36.0,51.55,53.0
2021-02-06,21,Huelva,82,31,12,37.8,14.63,38.0,63.94,65.0
2021-02-06,22,Huesca,29,6,3,20.69,10.34,21.0,107.0,119.0
2021-02-06,23,Jaén,143,47,20,32.87,13.99,30.0,32.77,30.0
2021-02-06,24,León,112,63,16,56.25,14.29,59.0,62.98,66.0
2021-02-06,25,Lleida,99,44,10,44.44,10.1,57.0,55.09,75.0
2021-02-06,26,"Rioja, La",87,56,11,64.37,12.64,69.0,88.52,90.0
2021-02-06,27,Lugo,96,28,14,29.17,14.58,25.0,45.57,43.0
2021-02-06,28,Madrid,1421,747,383,52.57,26.95,52.0,5.6,6.0
2021-02-06,29,Málaga,402,126,61,31.34,15.17,30.0,11.57,11.0
2021-02-06,3,Alicante/Alacant,496,323,76,65.12,15.32,66.0,16.22,16.0
2021-02-06,30,Murcia,490,167,97,34.08,19.8,35.0,11.0,11.0
2021-02-06,31,Navarra,134,34,43,25.37,32.09,25.0,42.88,45.0
2021-02-06,32,Ourense,84,18,21,21.43,25.0,19.0,55.27,56.0
2021-02-06,33,Asturias,333,117,38,35.14,11.41,34.0,13.98,14.0
2021-02-06,34,Palencia,40,26,1,65.0,2.5,66.0,168.75,179.0
2021-02-06,35,"Palmas, Las",271,68,69,25.09,25.46,24.0,18.65,20.0
2021-02-06,36,Pontevedra,235,55,51,23.4,21.7,24.0,19.19,19.0
2021-02-06,37,Salamanca,85,42,28,49.41,32.94,50.0,96.88,94.0
2021-02-06,38,Santa Cruz de Tenerife,196,16,66,8.16,33.67,10.0,21.34,25.0
2021-02-06,39,Cantabria,130,31,35,23.85,26.92,25.0,39.05,40.0
2021-02-06,4,Almería,225,93,24,41.33,10.67,42.0,23.11,24.0
2021-02-06,40,Segovia,29,17,6,58.62,20.69,54.0,273.48,255.0
2021-02-06,41,Sevilla,371,119,102,32.08,27.49,32.0,16.06,17.0
2021-02-06,42,Soria,25,17,2,68.0,8.0,71.0,304.0,414.0
2021-02-06,43,Tarragona,153,72,53,47.06,34.64,51.0,53.4,53.0
2021-02-06,44,Teruel,8,6,1,75.0,12.5,73.0,1093.75,960.0
2021-02-06,45,Toledo,165,98,21,59.39,12.73,63.0,43.71,46.0
2021-02-06,46,Valencia/València,644,345,141,53.57,21.89,58.0,11.72,13.0
2021-02-06,47,Valladolid,174,100,39,57.47,22.41,59.0,45.91,47.0
2021-02-06,48,Bizkaia,248,82,86,33.06,34.68,33.0,27.31,27.0
2021-02-06,49,Zamora,19,12,1,63.16,5.26,67.0,360.11,400.0
2021-02-06,5,Ávila,18,7,2,38.89,11.11,37.0,277.78,295.0
2021-02-06,50,Zaragoza,199,76,70,38.19,35.18,39.0,36.87,37.0
2021-02-06,51,Ceuta,17,5,4,29.41,23.53,29.0,311.41,282.0
2021-02-06,52,Melilla,17,10,2,58.82,11.76,64.0,415.18,440.0
2021-02-06,6,Badajoz,146,55,27,37.67,18.49,42.0,38.47,40.0
2021-02-06,7,"Balears, Illes",305,130,86,42.62,28.2,45.0,23.22,23.0
2021-02-06,8,Barcelona,1232,583,393,47.32,31.9,48.0,6.43,6.0
2021-02-06,9,Burgos,103,38,30,36.89,29.13,35.0,64.1,59.0
2021-02-07,1,Araba/Álava,83,28,11,33.73,13.25,33.0,56.6,58.0
2021-02-07,10,Cáceres,69,22,13,31.88,18.84,40.0,73.51,89.0
2021-02-07,11,Cádiz,242,117,23,48.35,9.5,47.0,23.9,24.0
2021-02-07,12,Castellón/Castelló,117,66,15,56.41,12.82,55.0,59.17,58.0
2021-02-07,13,Ciudad Real,148,69,20,46.62,13.51,51.0,40.63,44.0
2021-02-07,14,Córdoba,180,79,24,43.89,13.33,42.0,31.79,31.0
2021-02-07,15,"Coruña, A",372,154,63,41.4,16.94,41.0,15.68,16.0
2021-02-07,16,Cuenca,41,10,6,24.39,14.63,25.0,95.17,89.0
2021-02-07,17,Girona,83,44,18,53.01,21.69,59.0,90.0,100.0
2021-02-07,18,Granada,257,122,42,47.47,16.34,46.0,24.83,23.0
2021-02-07,19,Guadalajara,48,35,2,72.92,4.17,74.0,160.6,164.0
2021-02-07,2,Albacete,100,49,21,49.0,21.0,51.0,70.0,72.0
2021-02-07,20,Gipuzkoa,119,42,23,35.29,19.33,36.0,45.9,53.0
2021-02-07,21,Huelva,82,27,16,32.93,19.51,37.0,63.95,64.0
2021-02-07,22,Huesca,29,8,1,27.59,3.45,21.0,107.03,114.0
2021-02-07,23,Jaén,155,50,23,32.26,14.84,30.0,30.39,30.0
2021-02-07,24,León,112,60,14,53.57,12.5,58.0,58.99,65.0
2021-02-07,25,Lleida,101,46,17,45.54,16.83,54.0,61.75,71.0
2021-02-07,26,"Rioja, La",87,57,6,65.52,6.9,68.0,83.24,88.0
2021-02-07,27,Lugo,96,28,15,29.17,15.62,27.0,46.66,44.0
2021-02-07,28,Madrid,1415,739,363,52.23,25.65,52.0,5.5,6.0
2021-02-07,29,Málaga,402,123,51,30.6,12.69,30.0,10.77,11.0
2021-02-07,3,Alicante/Alacant,507,325,79,64.1,15.58,66.0,15.72,16.0
2021-02-07,30,Murcia,490,165,81,33.67,16.53,34.0,10.24,11.0
2021-02-07,31,Navarra,134,31,45,23.13,33.58,24.0,42.32,44.0
2021-02-07,32,Ourense,84,21,24,25.0,28.57,20.0,63.77,57.0
2021-02-07,33,Asturias,333,122,43,36.64,12.91,35.0,14.88,14.0
2021-02-07,34,Palencia,40,25,3,62.5,7.5,65.0,175.0,177.0
2021-02-07,35,"Palmas, Las",276,67,76,24.28,27.54,24.0,18.78,20.0
2021-02-07,36,Pontevedra,235,54,55,22.98,23.4,24.0,19.74,19.0
2021-02-07,37,Salamanca,85,38,20,44.71,23.53,49.0,80.28,93.0
2021-02-07,38,Santa Cruz de Tenerife,196,15,60,7.65,30.61,10.0,19.52,24.0
2021-02-07,39,Cantabria,130,32,33,24.62,25.38,25.0,38.46,40.0
2021-02-07,4,Almería,225,85,18,37.78,8.0,41.0,20.35,22.0
2021-02-07,40,Segovia,29,15,7,51.72,24.14,54.0,261.59,260.0
2021-02-07,41,Sevilla,388,116,94,29.9,24.23,32.0,13.95,16.0
2021-02-07,42,Soria,25,15,3,60.0,12.0,69.0,288.0,384.0
2021-02-07,43,Tarragona,160,67,58,41.88,36.25,49.0,48.83,52.0
2021-02-07,44,Teruel,8,5,1,62.5,12.5,70.0,937.5,938.0
2021-02-07,45,Toledo,165,97,27,58.79,16.36,62.0,45.55,46.0
2021-02-07,46,Valencia/València,641,355,140,55.38,21.84,57.0,12.05,12.0
2021-02-07,47,Valladolid,176,104,33,59.09,18.75,59.0,44.23,46.0
2021-02-07,48,Bizkaia,248,92,79,37.1,31.85,33.0,27.8,27.0
2021-02-07,49,Zamora,19,10,1,52.63,5.26,65.0,304.68,380.0
2021-02-07,5,Ávila,18,7,2,38.89,11.11,37.0,277.78,291.0
2021-02-07,50,Zaragoza,199,79,67,39.7,33.67,39.0,36.87,37.0
2021-02-07,51,Ceuta,17,6,5,35.29,29.41,30.0,380.59,306.0
2021-02-07,52,Melilla,17,9,2,52.94,11.76,62.0,380.59,435.0
2021-02-07,6,Badajoz,146,53,33,36.3,22.6,41.0,40.34,40.0
2021-02-07,7,"Balears, Illes",305,120,77,39.34,25.25,44.0,21.18,23.0
2021-02-07,8,Barcelona,1240,587,376,47.34,30.32,48.0,6.26,6.0
2021-02-07,9,Burgos,103,40,25,38.83,24.27,36.0,61.26,60.0
2021-02-08,1,Araba/Álava,83,27,10,32.53,12.05,33.0,53.71,56.0
2021-02-08,10,Cáceres,69,23,11,33.33,15.94,38.0,71.41,86.0
2021-02-08,11,Cádiz,246,114,22,46.34,8.94,48.0,22.47,24.0
2021-02-08,12,Castellón/Castelló,114,60,20,52.63,17.54,54.0,61.55,58.0
2021-02-08,13,Ciudad Real,145,71,19,48.97,13.1,50.0,42.81,44.0
2021-02-08,14,Córdoba,180,82,28,45.56,15.56,42.0,33.96,31.0
2021-02-08,15,"Coruña, A",372,151,70,40.59,18.82,41.0,15.97,15.0
2021-02-08,16,Cuenca,41,9,6,21.95,14.63,24.0,89.22,90.0
2021-02-08,17,Girona,79,38,21,48.1,26.58,57.0,94.53,99.0
2021-02-08,18,Granada,257,116,48,45.14,18.68,46.0,24.83,24.0
2021-02-08,19,Guadalajara,48,35,2,72.92,4.17,74.0,160.6,164.0
2021-02-08,2,Albacete,97,49,18,50.52,18.56,50.0,71.22,71.0
2021-02-08,20,Gipuzkoa,119,41,37,34.45,31.09,36.0,55.08,54.0
2021-02-08,21,Huelva,83,29,19,34.94,22.89,36.0,69.67,64.0
2021-02-08,22,Huesca,29,8,2,27.59,6.9,22.0,118.93,109.0
2021-02-08,23,Jaén,155,48,22,30.97,14.19,30.0,29.14,29.0
2021-02-08,24,León,111,59,15,53.15,13.51,57.0,60.05,63.0
2021-02-08,25,Lleida,99,44,18,44.44,18.18,51.0,63.25,68.0
2021-02-08,26,"Rioja, La",87,59,5,67.82,5.75,68.0,84.56,87.0
2021-02-08,27,Lugo,31,2,5,6.45,16.13,25.0,72.84,49.0
2021-02-08,28,Madrid,1413,714,413,50.53,29.23,52.0,5.64,6.0
2021-02-08,29,Málaga,402,129,59,32.09,14.68,31.0,11.63,11.0
2021-02-08,3,Alicante/Alacant,500,318,82,63.6,16.4,65.0,16.0,16.0
2021-02-08,30,Murcia,490,157,87,32.04,17.76,34.0,10.16,11.0
2021-02-08,31,Navarra,134,28,43,20.9,32.09,23.0,39.54,44.0
2021-02-08,32,Ourense,84,20,24,23.81,28.57,21.0,62.36,58.0
2021-02-08,33,Asturias,333,122,52,36.64,15.62,36.0,15.69,15.0
2021-02-08,34,Palencia,40,24,3,60.0,7.5,64.0,168.75,174.0
2021-02-08,35,"Palmas, Las",276,65,86,23.55,31.16,24.0,19.82,20.0
2021-02-08,36,Pontevedra,235,52,57,22.13,24.26,24.0,19.74,19.0
2021-02-08,37,Salamanca,85,39,22,45.88,25.88,49.0,84.42,92.0
2021-02-08,38,Santa Cruz de Tenerife,196,14,88,7.14,44.9,9.0,26.55,24.0
2021-02-08,39,Cantabria,130,31,40,23.85,30.77,25.0,42.02,40.0
2021-02-08,4,Almería,225,80,19,35.56,8.44,40.0,19.56,22.0
